,origem,FRASE,OBJ/SUBJ
3515,"['Na vila suíça de Payerne, os moradores não estão indo bem.', '1', 'objetivo']","Na vila suíça de Payerne, os moradores não estão indo bem.",objetiva
3516,"['Eles emboscam uma garota no distrito do pomar, mas ela consegue escapar.', '1', 'objetivo']","Eles emboscam uma garota no distrito do pomar, mas ela consegue escapar.",objetiva
3517,"['Será que Brigitte conseguirá salvar sua irmã e reverter a antiga maldição?', '1', 'objetivo']",Será que Brigitte conseguirá salvar sua irmã e reverter a antiga maldição?,objetiva
3518,"['O talentoso pianista americano July sofre uma lesão na mão pouco antes de uma importante competição internacional.', '1', 'objetivo']",O talentoso pianista americano July sofre uma lesão na mão pouco antes de uma importante competição internacional.,objetiva
3519,"['Eles conseguirão sobreviver à difícil missão com todas as suas armadilhas, que incluem os Blood Falcons, liderados pelo temido General Von Dráp?', '1', 'objetivo']","Eles conseguirão sobreviver à difícil missão com todas as suas armadilhas, que incluem os Blood Falcons, liderados pelo temido General Von Dráp?",objetiva
3520,"['Alguns animais são particularmente sensíveis e podem detectar até mesmo as menores vibrações.', '1', 'objetivo']",Alguns animais são particularmente sensíveis e podem detectar até mesmo as menores vibrações.,objetiva
3521,"['O conceito sintonizado em documentário no estilo do cinema direto transmite imagens cativantes da vida cotidiana da Time Square cheias de banners brilhantes de cinemas grindhouse, ferros-velhos empoeirados, bufês gordurosos e bancas de jornal com revistas lascivas e literatura lixo com a mesma poética de Midnight Cowboy de Schlesinger ( 1969).', '1', 'objetivo']","O conceito sintonizado em documentário no estilo do cinema direto transmite imagens cativantes da vida cotidiana da Time Square cheias de banners brilhantes de cinemas grindhouse, ferros-velhos empoeirados, bufês gordurosos e bancas de jornal com revistas lascivas e literatura lixo com a mesma poética de Midnight Cowboy de Schlesinger ( 1969).",objetiva
3522,"['Ela é dona de casa, não tem amigos, exceto os amigos do marido.', '1', 'objetivo']","Ela é dona de casa, não tem amigos, exceto os amigos do marido.",objetiva
3523,"['Para sobreviver, os dois homens também devem trabalhar juntos no deserto inóspito.', '1', 'objetivo']","Para sobreviver, os dois homens também devem trabalhar juntos no deserto inóspito.",objetiva
3524,"['Seus filhos adultos vêm visitar seus pais em Roubaix, no norte da França, para celebrar o Natal com suas famílias.', '1', 'objetivo']","Seus filhos adultos vêm visitar seus pais em Roubaix, no norte da França, para celebrar o Natal com suas famílias.",objetiva
3525,"['Quando Yngve é brutalmente assassinado, Hassel e seus colegas embarcam em uma missão para vingar Yngve.', '1', 'objetivo']","Quando Yngve é brutalmente assassinado, Hassel e seus colegas embarcam em uma missão para vingar Yngve.",objetiva
3526,"['Dê uma olhada em seus melhores eventos com meninos e meninas!', '1', 'objetivo']",Dê uma olhada em seus melhores eventos com meninos e meninas!,objetiva
3527,"['No início, havia um grande amor romântico, tanto que levou Sára de sua Alemanha natal até a América quando era jovem.', '1', 'objetivo']","No início, havia um grande amor romântico, tanto que levou Sára de sua Alemanha natal até a América quando era jovem.",objetiva
3528,"['As imagens incluídas no programa serão transmitidas a partir de 13 de fevereiro de 2014, no décimo terceiro dia do mês, no canal Night of Horrors.', '1', 'objetivo']","As imagens incluídas no programa serão transmitidas a partir de 13 de fevereiro de 2014, no décimo terceiro dia do mês, no canal Night of Horrors.",objetiva
3529,"['A evidência os leva ao apartamento onde os terroristas estão escondidos.', '1', 'objetivo']",A evidência os leva ao apartamento onde os terroristas estão escondidos.,objetiva
3530,"['No entanto, ele perde o emprego após uma liberação bêbada dos animais.', '1', 'objetivo']","No entanto, ele perde o emprego após uma liberação bêbada dos animais.",objetiva
3531,"['Portanto, resta apenas uma opção: montar dois carros em um.', '1', 'objetivo']","Portanto, resta apenas uma opção: montar dois carros em um.",objetiva
3532,"['O oficial de investigação John Marshall (Jim Cummings), que está lutando com uma crise conjugal, cuidando de um pai doente e viciado em álcool, tenta resolver o caso o mais rápido possível sob a pressão de um público descontente, e ao mesmo tempo quer provar que o assassino é um homem de carne e osso e não um espectro mítico.', '1', 'objetivo']","O oficial de investigação John Marshall (Jim Cummings), que está lutando com uma crise conjugal, cuidando de um pai doente e viciado em álcool, tenta resolver o caso o mais rápido possível sob a pressão de um público descontente, e ao mesmo tempo quer provar que o assassino é um homem de carne e osso e não um espectro mítico.",objetiva
3533,"['Isso porque o velho T. George McDowell (Bill Kerr) tem sua própria fábrica de refrigerantes aqui e sabe como lidar com todos os agentes da Coca-Cola.', '1', 'objetivo']",Isso porque o velho T. George McDowell (Bill Kerr) tem sua própria fábrica de refrigerantes aqui e sabe como lidar com todos os agentes da Coca-Cola.,objetiva
3534,"['O filme oferece o tema do choque de civilização e valores antigos.', '1', 'objetivo']",O filme oferece o tema do choque de civilização e valores antigos.,objetiva
3535,"['O Nostromo encontrou um organismo desconhecido no planeta que se desenvolve a partir de um ovo.', '1', 'objetivo']",O Nostromo encontrou um organismo desconhecido no planeta que se desenvolve a partir de um ovo.,objetiva
3536,"['A câmera de filme viajou pela primeira vez para o fictício ""menor estado do mundo"" Grand Fenwick, nos Alpes franceses, conhecido apenas pelos romances satíricos de Leonard Wibberley, em 1959, no filme The Mouse that Roared.', '1', 'objetivo']","A câmera de filme viajou pela primeira vez para o fictício ""menor estado do mundo"" Grand Fenwick, nos Alpes franceses, conhecido apenas pelos romances satíricos de Leonard Wibberley, em 1959, no filme The Mouse that Roared.",objetiva
3537,"['Nos ecossistemas temperados do mundo, a primavera irrompe com esperanças e desejos sexuais.', '1', 'objetivo']","Nos ecossistemas temperados do mundo, a primavera irrompe com esperanças e desejos sexuais.",objetiva
3538,"['O Natal não é comemorado aqui, os pais discutem e o Natal parece que nunca deveria vir.', '1', 'objetivo']","O Natal não é comemorado aqui, os pais discutem e o Natal parece que nunca deveria vir.",objetiva
3539,"['Enquanto isso, a vida na aldeia continua, as pessoas nascem, morrem e se apaixonam.', '1', 'objetivo']","Enquanto isso, a vida na aldeia continua, as pessoas nascem, morrem e se apaixonam.",objetiva
3540,"['Parte 2: Em 1848, os patriotas acalentaram a esperança de que uma maior compreensão da ideia nacional tcheca surgiria em Viena, mas ficaram desapontados.', '1', 'objetivo']","Parte 2: Em 1848, os patriotas acalentaram a esperança de que uma maior compreensão da ideia nacional tcheca surgiria em Viena, mas ficaram desapontados.",objetiva
3541,"['Shirota é uma pessoa honesta e sem confrontos que tenta ser legal com todos, mas durante uma das visitas de inspeção, a consciência de Shirota se move para o corpo de um intransigente Yakuza Hitoshi Sabashimi (Kacumi Takahashi), que coleta usura no andar de baixo.', '1', 'objetivo']","Shirota é uma pessoa honesta e sem confrontos que tenta ser legal com todos, mas durante uma das visitas de inspeção, a consciência de Shirota se move para o corpo de um intransigente Yakuza Hitoshi Sabashimi (Kacumi Takahashi), que coleta usura no andar de baixo.",objetiva
3542,"['Uma máquina de lavar pode livrar uma pessoa da sujeira mental?', '1', 'objetivo']",Uma máquina de lavar pode livrar uma pessoa da sujeira mental?,objetiva
3543,"['É noite de Halloween e há um psicopata à solta lá fora.', '1', 'objetivo']",É noite de Halloween e há um psicopata à solta lá fora.,objetiva
3544,"['Depois que Solange se cansa dos atores de seu último filme, ela conhece o diretor Bruno.', '1', 'objetivo']","Depois que Solange se cansa dos atores de seu último filme, ela conhece o diretor Bruno.",objetiva
3545,"['Ela se apaixona por ele e tudo piora quando seus pais descobrem que Klárka está mentindo para eles.', '1', 'objetivo']",Ela se apaixona por ele e tudo piora quando seus pais descobrem que Klárka está mentindo para eles.,objetiva
3546,,,
3547,"['A viagem de ônibus é uma metáfora do fim de uma era, que carrega todo tipo de fobias, medos e o desejo de uma vida melhor.', '1', 'objetivo']","A viagem de ônibus é uma metáfora do fim de uma era, que carrega todo tipo de fobias, medos e o desejo de uma vida melhor.",objetiva
3548,"['Ela foi encarregada de fazer com que Yan Yun Zhi, o jovem mestre do Reino Yan, aceitasse sua bolsa bordada e seu convite para o Festival das Lanternas.', '1', 'objetivo']","Ela foi encarregada de fazer com que Yan Yun Zhi, o jovem mestre do Reino Yan, aceitasse sua bolsa bordada e seu convite para o Festival das Lanternas.",objetiva
3549,"['Mas o fluxo monótono da vida cotidiana é interrompido.', '1', 'objetivo']",Mas o fluxo monótono da vida cotidiana é interrompido.,objetiva
3550,"['O rico magnata Coppoles morre em uma misteriosa explosão de avião;', '1', 'objetivo']",O rico magnata Coppoles morre em uma misteriosa explosão de avião;,objetiva
3551,"['O país tem seu próprio governo e referendos.', '1', 'objetivo']",O país tem seu próprio governo e referendos.,objetiva
3552,"['Era para ser usado como uma fonte barata de energia e como meio de produção de armas nucleares.', '1', 'objetivo']",Era para ser usado como uma fonte barata de energia e como meio de produção de armas nucleares.,objetiva
3553,"['O filme tenta encontrar e interpretar os complexos caminhos que conduzem as relações dos homens com as mulheres.', '1', 'objetivo']",O filme tenta encontrar e interpretar os complexos caminhos que conduzem as relações dos homens com as mulheres.,objetiva
3554,"['Poetas tchecos contemporâneos apresentam seus próprios versos e os de seus autores favoritos.', '1', 'objetivo']",Poetas tchecos contemporâneos apresentam seus próprios versos e os de seus autores favoritos.,objetiva
3555,"['Mas então Gilbert, o chefe do escritório onde Joëlle trabalha, aparece de repente.', '1', 'objetivo']","Mas então Gilbert, o chefe do escritório onde Joëlle trabalha, aparece de repente.",objetiva
3556,"['E ao invés de deixar sua prole recém-nascida sofrer por seus pecados passados, ele deixa a aldeia.', '1', 'objetivo']","E ao invés de deixar sua prole recém-nascida sofrer por seus pecados passados, ele deixa a aldeia.",objetiva
3557,"['Além de seus planos artísticos, restavam apenas dívidas, seu histórico privado desmoronou, ele não conseguiu estabelecer um relacionamento mais permanente.', '1', 'objetivo']","Além de seus planos artísticos, restavam apenas dívidas, seu histórico privado desmoronou, ele não conseguiu estabelecer um relacionamento mais permanente.",objetiva
3558,"['Indonésia, Malásia e Nova Guiné têm uma natureza rica.', '1', 'objetivo']","Indonésia, Malásia e Nova Guiné têm uma natureza rica.",objetiva
3559,"['Já com este primeiro filme, o diretor ganhou reconhecimento internacional, e The Mysterious Object at Noon, ao mesmo tempo, sugere de muitas maneiras os temas e o estilo de seus trabalhos posteriores.', '1', 'objetivo']","Já com este primeiro filme, o diretor ganhou reconhecimento internacional, e The Mysterious Object at Noon, ao mesmo tempo, sugere de muitas maneiras os temas e o estilo de seus trabalhos posteriores.",objetiva
3560,"['Um anjo da morte que matou mais de 400.000 pessoas.', '1', 'objetivo']",Um anjo da morte que matou mais de 400.000 pessoas.,objetiva
3561,"['Cientistas liderados pela exploradora da National Geographic Ella Al-Shamahi usarão tecnologia de ponta para confirmar que há mais de mil anos, as mulheres também lutavam nas fileiras dos vikings.', '1', 'objetivo']","Cientistas liderados pela exploradora da National Geographic Ella Al-Shamahi usarão tecnologia de ponta para confirmar que há mais de mil anos, as mulheres também lutavam nas fileiras dos vikings.",objetiva
3562,"['Ele também celebrou seu triunfo com um auto-retrato, que inclui uma imagem da Senhora da Corte.', '1', 'objetivo']","Ele também celebrou seu triunfo com um auto-retrato, que inclui uma imagem da Senhora da Corte.",objetiva
3563,"['Os espectadores serão os primeiros a aprender esses pontos com os locutores de estações de televisão públicas individuais.', '1', 'objetivo']",Os espectadores serão os primeiros a aprender esses pontos com os locutores de estações de televisão públicas individuais.,objetiva
3564,"['Emmy deve passar por um teste difícil ou perder sua habilidade rara e seus melhores amigos.', '1', 'objetivo']",Emmy deve passar por um teste difícil ou perder sua habilidade rara e seus melhores amigos.,objetiva
3565,"['O filme foi baseado no livro de Nora Roberts.', '1', 'objetivo']",O filme foi baseado no livro de Nora Roberts.,objetiva
3566,"['Em um inverno, quatro pessoas se encontram por puro acaso.', '1', 'objetivo']","Em um inverno, quatro pessoas se encontram por puro acaso.",objetiva
3567,"['Esta religião é uma estranha mistura de deuses antigos adorados por escravos trazidos da África e santos católicos importados pelos conquistadores espanhóis.', '1', 'objetivo']",Esta religião é uma estranha mistura de deuses antigos adorados por escravos trazidos da África e santos católicos importados pelos conquistadores espanhóis.,objetiva
3568,"['Através das memórias de um menino de seis anos, é apresentada a história da família, unida pelo amor e carinho.', '1', 'objetivo']","Através das memórias de um menino de seis anos, é apresentada a história da família, unida pelo amor e carinho.",objetiva
3569,"['Após o assassinato dos policiais, Felipe pede ajuda a Don Costello.', '1', 'objetivo']","Após o assassinato dos policiais, Felipe pede ajuda a Don Costello.",objetiva
3570,"['Enquanto as pessoas próximas a ele se preocupam com ele porque ele não vai voltar por um longo tempo, Miranda está convencida de levá-la com ele para terra, mas primeiro seu rabo de peixe deve ser tratado.', '1', 'objetivo']","Enquanto as pessoas próximas a ele se preocupam com ele porque ele não vai voltar por um longo tempo, Miranda está convencida de levá-la com ele para terra, mas primeiro seu rabo de peixe deve ser tratado.",objetiva
3571,"['Mas essa atitude pode ser bastante imatura e irresponsável, pois se você quer ter uma parceria funcional com alguém, devemos saber mais sobre todo o processo e emoções.', '1', 'objetivo']","Mas essa atitude pode ser bastante imatura e irresponsável, pois se você quer ter uma parceria funcional com alguém, devemos saber mais sobre todo o processo e emoções.",objetiva
3572,"['Soda, uma jovem que sonha em ter sua própria floricultura, tem o quarto número 3.', '1', 'objetivo']","Soda, uma jovem que sonha em ter sua própria floricultura, tem o quarto número 3.",objetiva
3573,"['Quando ela descobre que está grávida, o diretor da prisão a obriga a fazer um aborto e espionar as detentas palestinas.', '1', 'objetivo']","Quando ela descobre que está grávida, o diretor da prisão a obriga a fazer um aborto e espionar as detentas palestinas.",objetiva
3574,"['Depois de mais de vinte anos, um documentarista norueguês com experiência extremista embarca em uma viagem ao passado.', '1', 'objetivo']","Depois de mais de vinte anos, um documentarista norueguês com experiência extremista embarca em uma viagem ao passado.",objetiva
3575,"['Ele quer se concentrar mais em catering.', '1', 'objetivo']",Ele quer se concentrar mais em catering.,objetiva
3576,"['Um segredo que se tornou um pesadelo.', '1', 'objetivo']",Um segredo que se tornou um pesadelo.,objetiva
3577,"['Na década de 1830, quando a maior parte do Velho Oeste ainda está sob domínio mexicano, quatro pessoas partiram de Santa Fé pelo deserto.', '1', 'objetivo']","Na década de 1830, quando a maior parte do Velho Oeste ainda está sob domínio mexicano, quatro pessoas partiram de Santa Fé pelo deserto.",objetiva
3578,"['O filme para televisão da diretora britânica Sally Wainwright descreve um período chave na vida das irmãs Brontë, cuja obra hoje pertence ao fundo dourado da literatura mundial.', '1', 'objetivo']","O filme para televisão da diretora britânica Sally Wainwright descreve um período chave na vida das irmãs Brontë, cuja obra hoje pertence ao fundo dourado da literatura mundial.",objetiva
3579,"['Em 1968, ela assinou o manifesto Duas Mil Palavras, que nunca revogou.', '1', 'objetivo']","Em 1968, ela assinou o manifesto Duas Mil Palavras, que nunca revogou.",objetiva
3580,"['A Administração Nacional de Aeronáutica e Espaço recrutou então um segundo grupo de astronautas.', '1', 'objetivo']",A Administração Nacional de Aeronáutica e Espaço recrutou então um segundo grupo de astronautas.,objetiva
3581,"['Embora tenha deixado o Afeganistão com ferimentos graves e cicatrizes na alma, suas habilidades extraordinárias e experiência como investigador da polícia militar provam ser a chave para resolver três casos complexos que a polícia está em falta.', '1', 'objetivo']","Embora tenha deixado o Afeganistão com ferimentos graves e cicatrizes na alma, suas habilidades extraordinárias e experiência como investigador da polícia militar provam ser a chave para resolver três casos complexos que a polícia está em falta.",objetiva
3582,"['Existem todos os tipos de histórias misteriosas sobre sua construção, e aqueles que a testemunharam sabem que por muitos anos após sua conclusão, ela permaneceu completamente inútil - não estava conectada a nenhuma pista.', '1', 'objetivo']","Existem todos os tipos de histórias misteriosas sobre sua construção, e aqueles que a testemunharam sabem que por muitos anos após sua conclusão, ela permaneceu completamente inútil - não estava conectada a nenhuma pista.",objetiva
3583,"['E isso é um erro, porque ele logo descobre que não é apenas um futuro avô, mas também um futuro pai.', '1', 'objetivo']","E isso é um erro, porque ele logo descobre que não é apenas um futuro avô, mas também um futuro pai.",objetiva
3584,"['.', '1', 'objetivo']",.,objetiva
3585,"['Os dois presidentes então cantaram a música ""Jednou budem dál"" - ""We Shall Overcome!"" O grupo também tocou para o presidente Bill Clinton e a primeira-dama dos Estados Unidos da América durante sua visita oficial à República Tcheca.', '1', 'objetivo']","Os dois presidentes então cantaram a música ""Jednou budem dál"" - ""We Shall Overcome!"" O grupo também tocou para o presidente Bill Clinton e a primeira-dama dos Estados Unidos da América durante sua visita oficial à República Tcheca.",objetiva
3586,"['Um encontro amistoso lenta mas seguramente se transforma em uma batalha...', '1', 'objetivo']",Um encontro amistoso lenta mas seguramente se transforma em uma batalha...,objetiva
3587,"['Carsten confia em Melissa à noite, ela não quer mais vê-lo.', '1', 'objetivo']","Carsten confia em Melissa à noite, ela não quer mais vê-lo.",objetiva
3588,"['Agora ele se depara com a tarefa de capturar os membros da gangue e salvar Jimmy ao mesmo tempo.', '1', 'objetivo']",Agora ele se depara com a tarefa de capturar os membros da gangue e salvar Jimmy ao mesmo tempo.,objetiva
3589,"['Depois de se retirarem para a vida civil, quatro amigos, veteranos do Corpo de Fuzileiros Navais, saíram de férias juntos.', '1', 'objetivo']","Depois de se retirarem para a vida civil, quatro amigos, veteranos do Corpo de Fuzileiros Navais, saíram de férias juntos.",objetiva
3590,"['Quando Alice conhece o homem dos seus sonhos, o bem-arrumado e polido Arthur, em uma festa na rica família Palmer, sua mãe decide não desistir a qualquer custo quando lhe é apresentada a oportunidade de ascender na sociedade.', '1', 'objetivo']","Quando Alice conhece o homem dos seus sonhos, o bem-arrumado e polido Arthur, em uma festa na rica família Palmer, sua mãe decide não desistir a qualquer custo quando lhe é apresentada a oportunidade de ascender na sociedade.",objetiva
3591,"['Aqui eles experimentam momentos de reconciliação e pequenos insights, brigam com os filhos do viúvo bêbado Lipnick e, ao mesmo tempo, acham difícil lidar com o fato de seu pai ser um estranho.', '1', 'objetivo']","Aqui eles experimentam momentos de reconciliação e pequenos insights, brigam com os filhos do viúvo bêbado Lipnick e, ao mesmo tempo, acham difícil lidar com o fato de seu pai ser um estranho.",objetiva
3592,"['Depois de algumas horas, eles percebem que algo está errado porque não há adultos aqui.', '1', 'objetivo']","Depois de algumas horas, eles percebem que algo está errado porque não há adultos aqui.",objetiva
3593,"['O amor de toda a vida de Raul, Mazzy, morre pouco antes do casamento.', '1', 'objetivo']","O amor de toda a vida de Raul, Mazzy, morre pouco antes do casamento.",objetiva
3594,"['Um menino com um salto famoso e grandes habilidades com a bola.', '1', 'objetivo']",Um menino com um salto famoso e grandes habilidades com a bola.,objetiva
3595,"['Ele acrescentou (a propósito, eles foram publicados como livros somente depois disso).', '1', 'objetivo']","Ele acrescentou (a propósito, eles foram publicados como livros somente depois disso).",objetiva
3596,"['Brad (Bobby Johnston) e Sára (Allison Gail) se encontram em uma festa e imediatamente se dão bem.', '1', 'objetivo']",Brad (Bobby Johnston) e Sára (Allison Gail) se encontram em uma festa e imediatamente se dão bem.,objetiva
3597,"['Mas David não quer desistir, porque sabe do perigo que ameaça as pessoas da cidade.', '1', 'objetivo']","Mas David não quer desistir, porque sabe do perigo que ameaça as pessoas da cidade.",objetiva
3598,"['Depois de sofrer uma série de explosões violentas, ele, sem saber, coloca sua família em grave perigo.', '1', 'objetivo']","Depois de sofrer uma série de explosões violentas, ele, sem saber, coloca sua família em grave perigo.",objetiva
3599,"['No entanto, os monstros não desapareceram e, portanto, continuam a ameaçar todos os seres vivos.', '1', 'objetivo']","No entanto, os monstros não desapareceram e, portanto, continuam a ameaçar todos os seres vivos.",objetiva
3600,"['Eles recebem a tarefa de investigar a descoberta de um cadáver brutalmente assassinado despejado em uma lixeira e, no local, descobrem que a garota morta é filha menor de idade de Jessa.', '1', 'objetivo']","Eles recebem a tarefa de investigar a descoberta de um cadáver brutalmente assassinado despejado em uma lixeira e, no local, descobrem que a garota morta é filha menor de idade de Jessa.",objetiva
3601,"['Aos dois anos, ele deveria estar vivendo de forma independente, mas ainda está em casa.', '1', 'objetivo']","Aos dois anos, ele deveria estar vivendo de forma independente, mas ainda está em casa.",objetiva
3602,"['A série animada independente Škarohlidovi é uma sátira social animada que tira sarro tanto do ""café de Praga"" quanto do ""pub tcheco"".', '1', 'objetivo']","A série animada independente Škarohlidovi é uma sátira social animada que tira sarro tanto do ""café de Praga"" quanto do ""pub tcheco"".",objetiva
3603,"['Uma representação histórica das alegrias e dificuldades da vida no sul da Suécia durante o final do século 19, da perspectiva do soldado Rasken (Sven Wollter) e sua família.', '1', 'objetivo']","Uma representação histórica das alegrias e dificuldades da vida no sul da Suécia durante o final do século 19, da perspectiva do soldado Rasken (Sven Wollter) e sua família.",objetiva
3604,"['E mesmo que sua voz não tenha mudado um pouco, ele não tenha crescido um centímetro ou um músculo, Yoni vai comemorar seu Bar Mitzvah como um homem adulto...', '1', 'objetivo']","E mesmo que sua voz não tenha mudado um pouco, ele não tenha crescido um centímetro ou um músculo, Yoni vai comemorar seu Bar Mitzvah como um homem adulto...",objetiva
3605,"['And Now for Something Completely Different é o primeiro filme do Monty Python, feito especialmente para a América, onde sua série ainda não foi transmitida.', '1', 'objetivo']","And Now for Something Completely Different é o primeiro filme do Monty Python, feito especialmente para a América, onde sua série ainda não foi transmitida.",objetiva
3606,"['A próxima viagem à lua foi planejada pela NASA para 2019, mas parece que os nomes de Cernan e Schmitt permanecerão no final dos registros históricos por muito tempo...', '1', 'objetivo']","A próxima viagem à lua foi planejada pela NASA para 2019, mas parece que os nomes de Cernan e Schmitt permanecerão no final dos registros históricos por muito tempo...",objetiva
3607,"['Quando John mais tarde encontra o assassino de seu pai e vai atrás dele para realizar uma ação de vingança, ele não tem ideia de que está enfrentando a morte porque Ben tirou as balas de sua arma...', '1', 'objetivo']","Quando John mais tarde encontra o assassino de seu pai e vai atrás dele para realizar uma ação de vingança, ele não tem ideia de que está enfrentando a morte porque Ben tirou as balas de sua arma...",objetiva
3608,"['Jeremy observa com aparente humor, mas mantém uma distância segura.', '1', 'objetivo']","Jeremy observa com aparente humor, mas mantém uma distância segura.",objetiva
3609,"['Mas tudo se complica quando conhece Arturo Bandini (Farrell) -', '1', 'objetivo']",Mas tudo se complica quando conhece Arturo Bandini (Farrell) -,objetiva
3610,"['Uma manhã difícil os encontra no meio da praia e nenhum deles se lembra do que realmente aconteceu na noite anterior.', '1', 'objetivo']",Uma manhã difícil os encontra no meio da praia e nenhum deles se lembra do que realmente aconteceu na noite anterior.,objetiva
3611,"['O jovem, perseguido pelo policial, foge e, nesse meio tempo, outros dois detidos saem correndo da viatura.', '1', 'objetivo']","O jovem, perseguido pelo policial, foge e, nesse meio tempo, outros dois detidos saem correndo da viatura.",objetiva
3612,"['A meditação pascal lembra não apenas as circunstâncias em que Cristo saiu do sepulcro selado, mas também os eventos que precederam a própria crucificação em 33 d.C.', '1', 'objetivo']","A meditação pascal lembra não apenas as circunstâncias em que Cristo saiu do sepulcro selado, mas também os eventos que precederam a própria crucificação em 33 d.C.",objetiva
3613,"['O filme estreou em fevereiro de 1943, e pouco depois a história de vida de Marie Malibran foi filmada pelo famoso diretor francês Sacha Guitry (La Malibran, 1944).', '1', 'objetivo']","O filme estreou em fevereiro de 1943, e pouco depois a história de vida de Marie Malibran foi filmada pelo famoso diretor francês Sacha Guitry (La Malibran, 1944).",objetiva
3614,"['Hoch vai a uma cidade próxima para procurar um garimpeiro, mas é envenenado por gás em seu quarto quando desliga o lampião a gás.', '1', 'objetivo']","Hoch vai a uma cidade próxima para procurar um garimpeiro, mas é envenenado por gás em seu quarto quando desliga o lampião a gás.",objetiva
3615,"['Eles podem esperar contos de fadas clássicos e modernos, nacionais e internacionais.', '1', 'objetivo']","Eles podem esperar contos de fadas clássicos e modernos, nacionais e internacionais.",objetiva
3616,"['Ele é aceito na equipe científica, mas começa a lutar enquanto tenta seguir seu próprio caminho e afirmar seus pontos de vista.', '1', 'objetivo']","Ele é aceito na equipe científica, mas começa a lutar enquanto tenta seguir seu próprio caminho e afirmar seus pontos de vista.",objetiva
3617,"['No entanto, ela é extremamente charmosa e o detetive começa a gostar da observação.', '1', 'objetivo']","No entanto, ela é extremamente charmosa e o detetive começa a gostar da observação.",objetiva
3618,"['Em sua fuga, Smith é ajudado por um bandido que o leva para seu povo.', '1', 'objetivo']","Em sua fuga, Smith é ajudado por um bandido que o leva para seu povo.",objetiva
3619,"['O filme resume os artigos 27, 29, 30, 31 e 38 da Convenção das Nações Unidas sobre os Direitos da Criança e é uma demonstração vívida do direito da criança ao futuro.', '1', 'objetivo']","O filme resume os artigos 27, 29, 30, 31 e 38 da Convenção das Nações Unidas sobre os Direitos da Criança e é uma demonstração vívida do direito da criança ao futuro.",objetiva
3620,"['Ele exagerou na despedida de solteiro e passou a noite anterior ao casamento na carruagem do Sr. Šourek, que em vão pediu seu endereço.', '1', 'objetivo']","Ele exagerou na despedida de solteiro e passou a noite anterior ao casamento na carruagem do Sr. Šourek, que em vão pediu seu endereço.",objetiva
3621,"['O filme centra-se na vida de Joe Paterno (Al Pacino), que, depois de se tornar o treinador mais ilustre da história do futebol universitário, se envolve no escândalo de abuso sexual de Jerry Sandusky, da Penn State University, acusado de anos de abuso. menores.', '1', 'objetivo']","O filme centra-se na vida de Joe Paterno (Al Pacino), que, depois de se tornar o treinador mais ilustre da história do futebol universitário, se envolve no escândalo de abuso sexual de Jerry Sandusky, da Penn State University, acusado de anos de abuso. menores.",objetiva
3622,"['O lápis desenha um homem de fato e um leão, assistimos ao seu embate, no qual intervém um elefante de borracha, um dos símbolos da empresa.', '1', 'objetivo']","O lápis desenha um homem de fato e um leão, assistimos ao seu embate, no qual intervém um elefante de borracha, um dos símbolos da empresa.",objetiva
3623,"['A narração é complementada por um passeio pelo Castelo de Praga e uma visita à Capela de S. Venceslau, onde seu crânio também é guardado com reverência.', '1', 'objetivo']","A narração é complementada por um passeio pelo Castelo de Praga e uma visita à Capela de S. Venceslau, onde seu crânio também é guardado com reverência.",objetiva
3624,"['O marido de Carla, Daniel, também fica no hotel, e Helen só agora descobre que Carla era casada.', '1', 'objetivo']","O marido de Carla, Daniel, também fica no hotel, e Helen só agora descobre que Carla era casada.",objetiva
3625,"['O garanhão italiano Rocco Siffredi sai em busca de garotas ao redor do mundo para testar suas habilidades sexuais.', '1', 'objetivo']",O garanhão italiano Rocco Siffredi sai em busca de garotas ao redor do mundo para testar suas habilidades sexuais.,objetiva
3626,"['Cada um deles tem algum tipo de segredo com o qual eles precisam lidar e aparentemente esperam que em tal jornada de lugar nenhum para lugar nenhum eles encontrem sua autoconfiança perdida e eles mesmos novamente...', '1', 'objetivo']",Cada um deles tem algum tipo de segredo com o qual eles precisam lidar e aparentemente esperam que em tal jornada de lugar nenhum para lugar nenhum eles encontrem sua autoconfiança perdida e eles mesmos novamente...,objetiva
3627,"['Então, na verdade, como em qualquer outro pub.', '1', 'objetivo']","Então, na verdade, como em qualquer outro pub.",objetiva
3628,"['Não surpreende quando o roteiro vem da pena de Adi Hasak e do produtor Luc Besson, responsável por sucessos como LEON, THE COURIER, OKRSEK 13 ou 96 HODIN.', '1', 'objetivo']","Não surpreende quando o roteiro vem da pena de Adi Hasak e do produtor Luc Besson, responsável por sucessos como LEON, THE COURIER, OKRSEK 13 ou 96 HODIN.",objetiva
3629,"['E também um costume muito especial - ao apostar em um número, para dar sorte, pegue a mão da primeira garota que passar.', '1', 'objetivo']","E também um costume muito especial - ao apostar em um número, para dar sorte, pegue a mão da primeira garota que passar.",objetiva
3630,"['Enquanto em três ela observava os acontecimentos da segurança junto com os guardas, na quarta ela se permitia ser contrabandeada para a cela entre os condenados e, segundo informações da imprensa da época, passava duas semanas com eles.', '1', 'objetivo']","Enquanto em três ela observava os acontecimentos da segurança junto com os guardas, na quarta ela se permitia ser contrabandeada para a cela entre os condenados e, segundo informações da imprensa da época, passava duas semanas com eles.",objetiva
