,FINAL,FRASE,Unnamed: 2,OBJ/SUBJ
1265,0,Notebook Inspiron 13 Série 7000 2 em 1 - Dois dispositivos avançados em um design elegante. O Inspiron 13 7000... http://fb.me/79wZ9BjyU,,objetiva
1266,0,"@rodrigopfvr  Olá, Poatardi! Opa, vemk http://pingu.im/1Ai0fGn  =)",,objetiva
1267,0,@pontofrio http://www.pontofrio.com.br/Informatica/Notebook/Notebook-Dell-Inspiron-I14-3442-A30-com-Intel-Core-i5-4210U-4GB-1TB-Gravador-de-DVD-Leitor-de-Cartoes-HDMI-Bluetooth-LED-14-e-Windows-8-1-3500187.html?recsource=busca-int&rectype=busca-57 … e nes,,objetiva
1268,0,"passei a manha sonhando com um notebook dell olhando o site deles, mas só sonhando mesmo, 3 pila um i7..",,objetiva
1269,0,Notebook Dell Inspiron 13 Série 7000 Tou... por R$2005. 28% de desconto! #AteAcabar http://ateacabar.com/product/12013,,objetiva
1270,1,Meu pc de casa faleceu. Depois de tanta pesquisa comprei um notebook Dell ? Obrigada a todos pela indicação.,,subjetiva
1271,0,Pensando em comprar um notebook conversível da Dell que vi.,,objetiva
1272,0,"Vi um notebook com uma configuração legal da Dell por um preço bom. Quando vejo o processador, i5 4210U.",,objetiva
1273,0,Ai como eu queria um notebook da Dell daqueles de 3000 reais,,objetiva
1274,0,Preciso de um carregador de notebook dell ?,,objetiva
1275,0,NOTEBOOK DELL INSPIRON 15.6'' CORE I3 DISCO 1TB DVD WIN 8.1 U$S 629 :) VER MÁS:... http://fb.me/3RCgcHF0D,,objetiva
1276,0,Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,,objetiva
1277,0,"#Dell Vostro 14 3445 Notebook (APU Dual Core E1/ 500GB) now for Rs 17,000 (MRP Rs 24,090)",,objetiva
1278,0,Lote De Notebook Dell Vostro Core 2 Duo E Latitude Core I3: LOTE DE NOTEBOOK USADOS EM BOM… http://goo.gl/fb/CiCzEY,,objetiva
1279,0,"Fonte para Notebook marcas: Acer, Asus, Dell e HP Produto: Embalagem Lacrada Valor: R$ 50,00 para retirar em Ceilân…  Link permanente da imagem incorporada",,objetiva
1280,0,Confira no Magazine Dufrom: Notebook Dell InspironIntel Corei78GB 1TBWindows8.1LED14PlacaVídeo2GB https://www.magazinevoce.com.br/magazinedufrom/p/notebook-dell-inspiron-i14-5447-a30-intel-core-i7-8gb-1tb-windows-81-led-14-placa-de-video-2gb/93984/?utm_campaign=email-10-03-quarta&utm_medium=email&utm_source=magazinevoce&utm_content=produto-201976700?&utm_source=compartilhou&utm_medium=acoes_divulgador&utm_campaign=dufrom&utm_content=notebook-dell-inspiron-i14-5447-a30-intel-core-i7 …- via @magazinevoce,,objetiva
1281,0,"Inspiron 14 Série 3000 é o notebook mais barato da Dell no Brasil, mas será que o preço baixo compensa?",,objetiva
1282,1,"Depois da Dell, qual a melhor marca de notebook?",,subjetiva
1283,0,"Gostei de um vídeo @YouTube de @mj1111983 http://youtu.be/nlzqzo_dPzk?a  Dell Inspiron 15-3542 Notebook Unboxing, Hands On & Review",,objetiva
1284,0,Preciso de um notebook novo urgente. Acho que vou apelar em um Dell,,objetiva
1285,0,"Alias, meu proximo notebook é um Dell e meu proximo celular um Motorola.",,objetiva
1286,1,E é por isso que meu proximo notebook vai ser um Dell: https://macmagazine.com.br/wp-content/uploads/2015/03/09-tabela-notebooks.jpg?61d3b0 … pq ó… Sem chances,,subjetiva
1287,1,Foi amor a primeira vista,,subjetiva
1288,0,"http://oferta.vc/6FCt  Notebook Dell Inspiron I14-5447-A10 com Intel Core i5 4GB (2GB Memória Dedicada) 1TB LED 14""  Link permanente da imagem incorporada",,objetiva
1289,-1,"Esperando deitado por uma promoção da @DellnoBrasil , para fechar negócio... To vendo que meu notebook não será #Dell .",,subjetiva
1290,0,Usado em otimo estado! Notebook Dell Core i3 (SÓ VENDA) Modelo N4050 Sist Oper Windows 7  Processador intel i3... http://fb.me/3j4X1btBq,,objetiva
1291,-1,"Vou comprar um Notebook da HP. A Dell é uma merda, tenho um ódio fodido dessa empresa fdp",,subjetiva
1292,0,Dell lança notebook com sistema Ubuntu e tela 4K no Brasil http://info.abril.com.br/noticias/tecnologia-pessoal/2015/02/dell-lanca-notebook-com-sistema-ubuntu-e-tela-4k-no-brasil.shtml?utm_src=botaonoticia … via @_INFO,,objetiva
1293,0,"migueldorosario: Na opinião de vcs, qual melhor opção para notebook: le novo ou Dell?",,objetiva
1294,0,"Dell Precision M6600 17.3"" Notebook: i7 2.2GHz - 8GB - 2x 320GB - FirePro 2GB VC http://gekoo.co/buy/01/?query=141597011924 …  Link permanente da imagem incorporada",,objetiva
1295,0,Um Del de 15.6 polegadas por esse preço  eu nunca vi. http://fb.me/2dloWyDGn,,objetiva
1296,0,Notebook Dell Vostro V14T-5470-A50: Notebook Dell Vostro V14T-5470-A50 É Perfeito para jogos e Profissionais  ... http://bit.ly/1EWYuUu,,objetiva
1297,-1,e os programa da dell q vem instalado no notebook  e fica travando o audio,,subjetiva
1298,-1,@DellAjudaPRO meu monitor de notebook da Dell novo está com uma linha clara e horizontal.,,subjetiva
1299,0,Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,,objetiva
1300,0,"@bruno_sandri_ Olá, PONTIA! Opa, vemk http://pingu.im/1zTNKj3",,objetiva
1301,0,"boa noite, boa noite queria sabe o preço da placa mãe do notebook dell inspiron 14 2620?",,objetiva
1302,-1,"Não, nãããããããooooo!!! Dell, eu não quero comprar notebook. Comprei um novinho em folha no fim do ano passado.",,subjetiva
1303,0,é da Dell e foi criada especialmente para carregar notebook e eu espero que ninguém me assalte nessa esperança de ter algum dentro hahaha,,objetiva
1304,0,"Confira no Magazine Dufrom: Notebook Dell Inspiron IntelCorei78GB 1TB Windows8.1LED15,6PlVídeo2GB https://www.magazinevoce.com.br/magazinedufrom/p/notebook-dell-inspiron-i15-5547-a20-intel-core-i7-8gb-1tb-windows-81-led-156-placa-de-video-2gb/93761/?utm_source=divulgadores&utm_medium=email&utm_campaign=email-market&utm_content=93761?&utm_source=compartilhou&utm_medium=acoes_divulgador&utm_campaign=dufrom&utm_content=notebook-dell-inspiron-i15-5547-a20-intel-core-i7 …- via @magazinevoce",,objetiva
1305,0,@SapacaxaAgreste    Veja o menor que consigo: http://pingu.im/1A1ytOb,,objetiva
1306,0,gente notebook da hp ou dell ???,,objetiva
1307,0,Você sabia que o símbolo do elemento químico Lítio é Li? Ele está presente na bateria do seu notebook Dell.... http://fb.me/78bN6GLXJ,,objetiva
1308,0,Confira no Magazine Izabelandrade: Notebook Dell  https://www.magazinevoce.com.br/magazineizabelandrade/p/notebook-dell-inspiron-i14-3442-a40-intel-core-i5-8gb-1tb-windows-81-led-14-hdmi-placa-de-video-2gb/87840/?utm_campaign=email-04-03-quarta&utm_medium=email&utm_source=magazinevoce&utm_content=link-do-produto?&utm_source=compartilhou&utm_medium=acoes_divulgador&utm_campaign=izabelandrade&utm_content=notebook-dell-inspiron-i14-3442-a40-intel-core-i5 …- via @magazinevoce,,objetiva
1309,0,34% de desconto. Aproveite! http://fb.me/3XPItjfZC,,objetiva
1310,0,"Como é estranho usar o notebook dos outros. Sdds do meu Dell, deveria ter buscado em casa.",,objetiva
1311,0,"@markosystem  Olá, POATARTI! Opa, vemk http://pingu.im/1aLr4g5",,objetiva
1312,0,"Não tenha desculpas para entregar depois. Com o Dell Ispiron, Intel Core i5, 8GB RAM, 1TB HD tudo é para agora: http://bit.ly/1zaLxQQ",,objetiva
1313,-1,Aparentemente meu notebook Dell é um dos poucos que simplesmente não funcionam con o Microsoft Wireless Display Adapter,,subjetiva
1314,1,O melhor desse notebook dell eh que liga e desliga tao rápido s2,,subjetiva
1315,0,"@aragao_83 pelo que vou pagar pra consertar meu notebook, poderia ter comprado um Dell",,objetiva
1316,0,"Queroo trocar d notebook queroo um novo ouu Apple, Hp , Dell ou da Sony :(",,objetiva
1317,0,Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,,objetiva
1318,0,"@BlogPGA  Olá, Poatardi! Olha o valor que consigo: http://pingu.im/1AVL4q9  e http://pingu.im/1AVL5dD",,objetiva
1319,0,Suporte da dell,,objetiva
1320,0,Notebook Dell: Notebook Dell i3 Inspiron semi-novo em ótimo estado. Completo Detalhes do anúncio Tipo: Notebook e... http://fb.me/2JjMlS8uo,,objetiva
1321,0,#manuals Dell inspiron e1705 notebook User Manual - TB006500570003 http://dlvr.it/8pQpd5,,objetiva
1322,0,"PAGUE R$ 1.619,10 à vista (desconto concedido no 2º passo da compra)... http://fb.me/2T2AzJqh8",,objetiva
1323,1,Notebook da Dell do meu pai nem trava e rápido p crl,,subjetiva
1324,1,Finalmente com meu notebook funcionando novamente! - O bom da Dell (quando merece eu falo) é que todo os serviço... http://fb.me/40r8104v0,,subjetiva
1325,-1,"Comprei um notebook da DELL que não vale. Ligo na assistência, mando email e eles não retornam .. Só estou falando isso para alerta-los",,subjetiva
1326,0,Gostei de um vídeo @YouTube de @sigamarciocunha http://youtu.be/twhXyUwN0qE?a  Análise Notebook Híbrido Dell Inspiron 13 Series 7000,,objetiva
1327,0,Notebook Touch Dell Inspiron 14 5447 A30: Notebook Touch Dell Inspiron 14 5447 A30 i7 8GB HD 1TB Placa de Víde... http://bit.ly/1EFysVF,,objetiva
1328,0,"Olha só esse notebook ideal para vc trabalhar, assistir filmes, ouvir musicas e muito mais! Compre aqui: http://maga.lu/1zmLhgP",,objetiva
1329,0,"Ainda se acha notebook da Dell de 1tb de HD, 4GB se RAM, placa de vídeo Geraforce de 2GB por simples 1 450 reaaaaalllllssss",,objetiva
1330,0,"Dica de Compra , Notebook Dell Inspiron I14-5447-A10, por R$ 1.999 http://goo.gl/NOxPli   Link permanente da imagem incorporada",,objetiva
1331,0,Dicas de como evitar superaquecimento em seu notebook Dell - http://dell.to/1xYKWSt  Ver conteúdo multimídia,,objetiva
1332,0,Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,,objetiva
1333,-1,Seus notebook é uma bosta @Dell,,subjetiva
1334,-1,"Sobre o touch do mouse do meu novo notebook Dell, to achando uma droga, mas pelo custo benefício, não posso reclamar acho :/",,subjetiva
1335,0,"@lalamis_ a única coisa é que tem uns notebook que n da pra abrir (macbook, dell)",,objetiva
1336,0,Dell Inspiron - Notebook - 14 pulgadas http://compralo.ec/portatiles-y-tablets/dell-inspiron-notebook-14.html …,,objetiva
1337,0,"Adicionei um vídeo a uma playlist @YouTube http://youtu.be/Ksi7BLojiaY?aUnboxing … - Mochila Dell para Notebook de até 15,6""",,objetiva
1338,0,"Galera, também estou vendendo meu notebook. Segue Descrição!",,objetiva
1339,1,vai toma no cu notebook da dell é muito bom,,subjetiva
1340,0,Notebook DELL Vostro V14T-5470-A50,,objetiva
1341,0,"Fonte para Notebook marcas: Acer, Asus, Dell e HP Produto: Embalagem Lacrada Valor: R$ 50,00 para retirar em Ceilân…  Link permanente da imagem incorporada",,objetiva
1342,0,Cargadores Originales Para Notebook:  -Acer -Asus -Dell -HP -Lenovo -Sony -Samsung -Toshiba -P. Bell -MAC  Link permanente da imagem incorporada,,objetiva
1343,0,meu aniversário é em setembro vcs ja pode começar a parcelar um notebook da dell pra me dar,,objetiva
1344,0,"Dell Vostro 14 3445 Notebook (APU Dual Core E1/ 4GB/ 500GB/ Ubuntu) for Rs 17,800",,objetiva
1345,0,"Transformando um PC antigo em PC Gamer:    A pouco tempo comprei um notebook novo, um Dell Vostro 5470, talvez... http://bit.ly/1LNNIla",,objetiva
1346,1,meu pai me deu um notebook Dell tão lindo que eu tô até chorando sangue <3,,subjetiva
1347,0,"Vi na TV que um notebook Dell que se dobra todinho, i5, touch etc, custa 2500. Ele que tá barato ou os Smartphones q tão caros?",,objetiva
1348,0,Notebook DELL E6220 core i5 4Gb ram 500 Gb disco. Estado 9/10. $449 Pedidos whatsapp 0993229049,,objetiva
1349,0,Utimos artículos comprados por equickpack: NEW Notebook Lithium Battery for Dell Inspiron N4010 N4010D N5010 N5110 N7010,,objetiva
1350,-1,Dá pra comprar outro notebook novo cm o valor deste reparo da Dell.,,subjetiva
1351,-1,"P/ quem tem notebook @Dell  se prepare: qdo sua máquina fizer + de 5 anos, a DELL te vira as costas, só te resta jogar fora! #Chatiada",,subjetiva
1352,0,"Notebook Dell Inspiron i14-5447-A30 com Intel Core i7 8GB (2GB de Memória Dedicada) 1TB LED HD 14"" Touchscreen... http://fb.me/6siLdnwvv",,objetiva
1353,-1,"A Dell me manda dois emails por dia, acho que eles sabem que meu notebook não tá mais funcionando e tão tentando me vender outro!",,subjetiva
1354,0,"Fonte para Notebook marcas: Acer, Asus, Dell e HP Produto: Embalagem Lacrada Valor: R$ 50,00 para retirar em Ceilân…  Link permanente da imagem incorporada",,objetiva
1355,0,Veja como resolver se seu notebook não retornar da hibernação ou suspensão - http://dell.to/1ohbZsd   Ver foto,,objetiva
1356,0,"R$ 1367,15 - Notebook Dell com Intel Core i5, 4GB e 1TB na Submarino. Use o cupom: VAIFUNDO - http://migre.me/oLNdz   Link permanente da imagem incorporada",,objetiva
1357,0,Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,,objetiva
1358,0,Notebook Ultrafino Dell Vostro V14T-5470-A20 com Intel Core i5 4GB (2GB de Memória Dedicada geforce nvidia 740m... http://fb.me/1vZpr8HOF,,objetiva
1359,0,"Notebook Dell inspiron R$ 1.889,10 à vista https://www.magazinevoce.com.br/magazinezinee/p/notebook-dell-inspiron-3000-i15-3542-a30-c-intel-core-i5-4gb-1tb-windows-81-led-156-hdmi/99880/ …",,objetiva
1360,1,"@DellAjuda Em 6 dias úteis o técnico veio em casa e realizou o reparo no meu notebook. Parabéns, Dell! :)",,subjetiva
1361,0,"É um #tablet? É um #notebook? Não! É o Inspiron 13 Série 7000, que é os dois ao mesmo tempo. http://del.ly/60130TtU """,,objetiva
1362,0,E essa compra casada do Magazine Luiza? Compre um notebook e leve o livro do Tuminha http://www.magazineluiza.com.br/notebook-dell-inspiron-i14-3442-a40-intel-core-i5-8gb-1tb-windows-8.1-assassinato-de-reputacoes/p/2097954/in/note/ …,,objetiva
1363,-2,"suporte da Dell entrou no meu notebook pra resolver uns problemas, e agora deixaram ele sem som algum! :D que queridos não?",,subjetiva
1364,0,Notebook Dell Inspiron I14-5447-A40 Intel Core i7 - 16GB 1TB Windows 8.1 LED 14 Placa de Vídeo 2GB Não é... http://fb.me/7sk9BRjK2,,objetiva
1365,0,"@suzanamdg Na verdade não adicionamos não, ele vem incluso no item, vc pode ver em ""Softwares inclusos"": http://pingu.im/1GoFUDr",,objetiva
1366,0,[Dica] Som do Android-x86 para notebook Dell Inspiron 1525 -  http://www.vivaolinux.com.br/dica/Som-do-Android-x86-para-notebook-Dell-Inspiron-1525/ …,,objetiva
1367,0,"Vendo NoteBook Dell Inspiron 1525,  LCD, Preto, 223GB pentium Dual Core   4GB RAM  T4400",,objetiva
1368,0,"@jaoluc Agora deu, eu consigo ele por: R$ 1.189,92 http://pingu.im/1Lz7Gjs",,objetiva
1369,0,"Vendo notebook Dell Inspiron, HD 300Gb, processador Intel Core 2 Duo, gravador de CD e DVD, 3 entradas USB,... http://fb.me/7lOrcQBtY",,objetiva
1370,0,Não deixe seu notebook Dell ficar sem bateria! Nós temos centenas de modelos para que você fique #sempreligado  Link permanente da imagem incorporada,,objetiva
1371,-1,"E o suporte da @dellnobrasil que ligou pro numero errado, a pessoa q atendeu disse q tava ok o notebook e a dell encerrou o meu chamado?????",,subjetiva
1372,0,"Dica de Compra , Notebook Dell Inspiron i14-5447-A30, por R$ 2.222 http://goo.gl/NpT0E5   Link permanente da imagem incorporada",,objetiva
1373,0,"Notebook Dell, Intel Core i5, 4GB, 500GB, Tela de 14'', NVIDIA GT740M, Vostro V14T - 5470-A20 Por R$ 1.724,69 à... http://fb.me/6v1dG6iaR",,objetiva
1374,0,Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,,objetiva
1375,0,"Carai Lenovo, ai ñ féra... E eu aqui pensando em compra um notebook dela, ai ai... Ficar com a Asus ou Dell mesmo... http://fb.me/313ly4c7v",,objetiva
1376,0,"CS GO COM OS ""BRODI"" ( ?° ?? ?°) - TESTANDO NOTEBOOK DELL INSPIRION 15R SE 7520: http://youtu.be/YZ9xp7w2Dsc?a  via @YouTube",,objetiva
1377,0,"Gostei de um vídeo @YouTube de @z3r0gamerbr http://youtu.be/YZ9xp7w2Dsc?a  CS GO COM OS ""BRODI"" ( ?° ?? ?°) - TESTANDO NOTEBOOK DELL",,objetiva
1378,0,"Gostei de um vídeo @YouTube de @z3r0gamerbr http://youtu.be/YZ9xp7w2Dsc?a  CS GO COM OS ""BRODI"" ( ?° ?? ?°) - TESTANDO NOTEBOOK DELL",,objetiva
1379,0,Adicionei um vídeo a uma playlist @YouTube http://youtu.be/Xzj5vf3Xn1s?aPeixe … Dicas - Resolva todos seus problema do notebook dell vostro,,objetiva
1380,0,Vendo Notebook Dell Modelo: XPS L502X,,objetiva
1381,0,Notebook Battery for Dell KD495 PC764 TC030 TD175 Latitude D630 http://gekoo.co/buy/01/?query=391062891277 …  Link permanente da imagem incorporada,,objetiva
1382,0,"Dell Inspiron 14 3442 A40: Notebook Dell Inspiron 14 3442 A40 com Intel Core i5, 8GB, HD 1TB, Placa de vídeo 2... http://bit.ly/1LtzK7X",,objetiva
1383,0,"Super ofertas de Notebooks, aqui na BF representações. http://magazinemaisdoquebarato.ofertou.com/search/notebook-dell# …  Link permanente da imagem incorporada",,objetiva
1384,-1,quero processar a dell pelos tweets sobre o horário de verão perdidos pq meu notebook reiniciou,,subjetiva
1385,0,Compre Notebook Dell e Ganhe R$100 para a próxima compra na Fnac - http://www.ciadosdescontos.com?p=58984&wt=11ciadosdescontos.com/?p=58984&wt=11  #Fnac #Descontos #Dell,,objetiva
1386,0,"Notebook DELL 500,00 Reais",,objetiva
1387,0,Notebook + Tablet num só dispositivo! Conheça o Dell Inspiron 7000: http://ow.ly/Jp7cd,,objetiva
1388,0,Eu fui abrir a revistinha da dell achando que ia ver uns notebook com i7 ssd motor v8 etc por 600 reais e:  Link permanente da imagem incorporada,,objetiva
1389,0,Compre Notebook Dell e ganhe cheque presente R$ 100 na FNAC http://quenotebookcomprar.com.br/compre-notebook-dell-e-ganhe-cheque-presente-r-100-na-fnac/ …,,objetiva
1390,0,"Fonte para Notebook marcas: Acer, Asus, Dell e HP Produto: Embalagem Lacrada Valor: R$ 50,00 para retirar em Ceilân…  Link permanente da imagem incorporada",,objetiva
1391,1,"3 meses com meu notebook da dell com o Linux, e nunca vi travar, o outro note de casa recém formatado menos de um mês já travou 3x",,subjetiva
1392,0,Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,,objetiva
1393,0,"@guilhermearraes Fiz uma pesquisa rápida e achei esse aqui, parece ter o que você precisa",,objetiva
1394,0,Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,,objetiva
1395,0,oloco vo pedir um notebook da dell intel i7 16gb de RAM 1TB de HD pra minha mae compra...,,objetiva
1396,0,Loja America traz grande promoção de Notebooks da Dell,,objetiva
1397,0,"Notebook Dell Inspiron 4G RAM com Windows 8.1 por apenas R$ 1299,00, promoção por 48 hr!:  Loja America traz g... http://bit.ly/1vM5OL2",,objetiva
1398,0,"Gente, estou vendendo um notebook Dell Inspiron N4050 e uma nikon D90 + flash sb700 + lente 50mm 1.4 + lente... http://fb.me/3xyP86Ya9",,objetiva
1399,0,"Baixei para R$ 700,00 http://fb.me/2KB3v7uiz",,objetiva
1400,0,Vendo um notebook DELL interessados chama imbox,,objetiva
1401,0,Novo notebook. Ultrabook Dell XPS 12. Não vejo a hora de chegar.  Link permanente da imagem incorporada,,objetiva
1402,0,Caralho meu pai deixou o notebook da Dell cair ?,,objetiva
1403,0,Procurando um Notebook 2 em 1? Que tal o Dell Inspiron i13 7347-A30 com 13 polegadas e potente http://quenotebookcomprar.com.br/notebook-2-em-1-dell-inspiron-i13-7347-a30-com-13-polegadas-e-potente/ …  Link permanente da imagem incorporada,,objetiva
1404,0,"Fonte para Notebook marcas: Acer, Asus, Dell e HP Produto: Embalagem Lacrada Valor: R$ 50,00 para retirar em Ceilân…  Link permanente da imagem incorporada",,objetiva
1405,0,O #notebook Inspiron 14 Série 5000 está com frete grátis. Mas é por tempo limitado! #fikdik http://del.ly/6010LQqi,,objetiva
1406,0,Cargadores Originales Para Notebook:  -Acer -Asus -Dell -HP -Lenovo -Sony -Samsung -Toshiba -P. Bell -MAC  Link permanente da imagem incorporada,,objetiva
1407,0,"Com o Dell Inspiron Intel Core i5 4GB 1TB você terá um notebook de última geração,incrível custo benefício R$1.619,10 http://goo.gl/k58hrc",,objetiva
1408,0,"Notebook Dell Inspiron i14-3442-A40 com Intel Core i5 8GB (2GB de Memória Dedicada) 1TB LED 14"" Windows 8.1 por... http://fb.me/3oWV9BCPY",,objetiva
1409,0,Notebook Dell Inspiron 1440 Morado a $100.000!!! @DonDatos http://articulo.mercadolibre.cl/MLC-425255798-vendo-notebook-dell-inspiron-1440-usado-_JM …,,objetiva
1410,1,Chego uns notebook da dell aqui na loja que me deixa de boca aberta de tão top que são,,subjetiva
1411,1,"Notebook da Dell, muito bom para quem gosta de jogar e/o fazer edições gráficas. Resolvi compartilhar com vocês. http://goo.gl/OOViYG",,subjetiva
1412,-1,Tive problema semelhante com um notebook da dell. A tralha de 500mb de drivers e aplicacoes de suporte do leitor de impressão digital nao…,,subjetiva
1413,0,"Compre aqui: notebook Dell, de R$ 2.599,00 por R$ 2.141,71 - http://links.lomadee.com/ls/VGVHbTtudms1bGZJZjsyOTEyNDkyMTswOzY2NjI7MDs1Nzg3O0JSOzM7aHR0cCUzQSUyRiUyRnd3dy5mYXN0c2hvcC5jb20uYnIlMkZsb2phJTJGbm90ZWJvb2stZGVsbC12b3N0cm8tdjE0dC01NDcwLWEyMC1jb20taW50ZWwtY29yZS1pNS13aW5kb3dzLTgtLTA0LWdiLWRlLW1lbW9yaWEtNTAwLWdiLWRlLWhkLWUtdGVsYS1kZS0xNC1wcmF0YS1kZWNqdjE0dDU0NzBhMi1mYXN0JTNGcGFydG5lciUzRHBhcmNlaXJvLWxvbWFkZWUlMjZ1dG1fc291cmNlJTNEYWZmX2xvbWFkZWUlMjZ1dG1fbWVkaXVtJTNEYWZmJTI2dXRtX2NhbXBhaWduJTNETkQlMjZ1dG1fY29udGVudCUzRE5EJTI2dXRtX3Rlcm0lM0RkZWNqdjE0dDU0NzBhMiUyNmNtX21tYyUzRGFmZl9sb21hZGVlLV8tTkQtXy1ORC1fLWRlY2p2MTR0NTQ3MGEyOzA7MA--.html …",,objetiva
1414,0,Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,,objetiva
1415,0,Veja nossas dicas para configurar o seu nove notebook Dell <3 - http://dell.to/1qnKj0A   Ver foto,,objetiva
1416,0,"Dell Latitude 11, um notebook pensado para o mercado educacional http://goo.gl/3fsQZU   Link permanente da imagem incorporada",,objetiva
1417,0,Notebook Dell Inspiron 14 3442 A40: Notebook Dell Inspiron 14 3442 A40 Para jogos Leves  O Notebook Dell Inspi... http://bit.ly/1JlJvaB,,objetiva
1418,0,Tuuudo sobre a bateria de seu notebook Dell - http://dell.to/1vy578U   Ver foto,,objetiva
1419,0,"quando aparece o Dell, ou falam dele, sempre imagino um notebook ambulante",,objetiva
1420,0,"então, comprei http://www.pontofrio.com.br/Informatica/Notebook/Notebook-Dell-Vostro-V14T-5470-A20-com-Intel-Core-i5-4200-4GB-500GB-Leitor-de-Cartoes-HDMI-Bluetooth-Placa-Grafica-de-2GB-LED-14-e-Windows-8-1000049777.html …",,objetiva
1421,1,"notebook da dell é tão bão, mas dá tanta atualização",,subjetiva
1422,0,Notebook Dell Inspiron i14-3442-A40 Intel Core i5 8GB (2GB de Memória Dedicada… http://goo.gl/fb/2QAGvh  #desconto,,objetiva
1423,0,Notebook Dell Inspiron 15-3542-A30 uma máquina incrível com excelente capacidade de armazenamento.  Link permanente da imagem incorporada,,objetiva
1424,0,Alberto Mazzaferro volevi cambiare notebook? Questo mi sembra moooolto adatto! http://fb.me/3zlsNGs78,,objetiva
1425,1,Ebaaa ganhei um notebook novo da dell woohoo????,,subjetiva
1426,0,"Dica de Compra , Notebook Dell Inspiron i14-3442-A40, por R$ 1.844 http://goo.gl/n4Zbp5   Link permanente da imagem incorporada",,objetiva
1427,0,"O notebook irei comprar na colombo , um Dell 4gb de RAM E 1TB de HD",,objetiva
1428,0,Quer um notebook com ótimas configurações? Então aproveite o preço desse Dell Inspiron aqui: http://bit.ly/1AgeIIa   Link permanente da imagem incorporada,,objetiva
1429,0,#OFERTA especial pra vocês! É hora de comprar um notebook novo!! Confira aqui: http://bit.ly/1uKvo87   ???  Link permanente da imagem incorporada,,objetiva
1430,0,Notebook Dell Inspiron 14 Série 5000 por R$1999. 28% de desconto! #AteAcabar http://ateacabar.com/product/7714,,objetiva
1431,0,#OFERTA Quem quer um notebook Dell novinho? Então corra que está muito barato: http://bit.ly/17o9ZHD   ???  Link permanente da imagem incorporada,,objetiva
1432,-1,Meu notebook não tem nem 6 meses e já está hibernando com 7% de bateria. Maldita DELL,,subjetiva
1433,0,#Magalus! Deem uma olhadinha nesse notebook que separei para vocês ;) http://maga.lu/1KPDVc3,,objetiva
1434,0,Notebook Dell Inspiron 14R 3360 Core i7 6Gb DDR3 de memória ram; 1000Gb de HD (armazenamento); 1Gb ATI… http://instagram.com/p/zAos-SiYUM/,,objetiva
1435,-1,Não tenho paciência pra dell querendo analisar o sistema do notebook ?,,subjetiva
1436,0,Gostei de um vídeo @YouTube http://youtu.be/wvAH8s5UQHs?aNVIDIA … Offboard-Como ativar placa de video dedicada notebook Dell,,objetiva
1437,0,@5gu to usando notebook mesmo D: da dell!,,objetiva
1438,0,O novo Inspiron 13 7000 série 2 em 1 combina a avançada performance de um notebook e versatilidade de um tablet: http://ow.ly/ITjVi,,objetiva
1439,0,"#promoção #promobit Notebook Dell Inspiron Core i3-4005U, 4GB, 1TB, Grav DVD, Leitor Cartões, HDMI,  http://www.promobit.com.br/Promocoes/ver-promocoes/10064/ … - R$ 1.189,15",,objetiva
1440,0,Especialistas em Notebook Dell HP Sony Vaio Acer Referencia Nacional - Especialista Em Notebook... http://fb.me/1UWoz0fAk,,objetiva
1441,0,"Poderio tecnológico e funcionalidades, conheça o Notebook Dell Inspiron I14-3442-A40.  Link permanente da imagem incorporada",,objetiva
1442,0,"Finalmente, o técnico da Dell chegou, vou ter meu notebook novamente #uhul",,objetiva
1443,0,"Tablet ou notebook? Aqui, tanto faz! Com o Inspiron 13 Série 7000 é só virar a tela para trás. http://del.ly/6018LJHo",,objetiva
1444,0,Blog Post: Dell Vostro 3445 Notebook (APU Dual Core E1/ 4GB/ 500GB/ Ubuntu) (3445E14500iGU1)(Grey) - http://gadgetsbox.com/?p=10548,,objetiva
1445,0,"Notebook Dell Inspirion N4030 Processador I3, 2gb memória, 320 HD $400 (problema na dobradiça como na foto(cuspiu), bateria viciada)",,objetiva
1446,0,"Fui procurar o preço da fonte do meu notebook e digitei ""Dell Inspiration"". Obrigado, Ruy Carlos Ostermann.",,objetiva
1447,0,"Fonte para Notebook marcas: Acer, Asus, Dell e HP Produto: Embalagem Lacrada Valor: R$ 50,00 para retirar em Ceilân…  Link permanente da imagem incorporada",,objetiva
1448,0,Saiba mais da dica,,objetiva
1449,0,"Gente, olha esse ótimo notebook que eu consegui com um precinho especial para vocês <3 http://maga.lu/ZrtIl5",,objetiva
