,Unnamed: 0,texto,rótulo,rótulo_texto
3813,3813,"mattei é cansativo, grave e prolixo, como se a própria circularidade indicasse profundidade.",1,subjetiva
3814,3814,"imerso em lendas e descaradamente surreal, o filme é encantador o suficiente para crianças e bizarro o suficiente para adultos - um equilíbrio perfeito.",1,subjetiva
3815,3815,"wiseman é paciente e intransigente, deixando sua câmera observar e registrar a vida de mulheres dilaceradas por um legado de abuso.",1,subjetiva
3816,3816,uma cinebiografia de um artista que realmente parece artístico.,1,subjetiva
3817,3817,um conjunto de assassinatos horríveis tira o agente do FBI Will Graham ( Norton ) da aposentadoria e o coloca em busca de um assassino atroz ( Fiennes ) que é movido pela imagem de uma pintura .,0,objetiva
3818,3818,"tomado fora do contexto do clima político atual (veja: os terroristas são mais malvados do que nunca!), a soma de todos os medos é simplesmente um thriller bem feito e satisfatório.",1,subjetiva
3819,3819,"um filme peruano que conta a história do lendário ladrão de bancos, orlando gonzáles mais conhecido como django.",0,objetiva
3820,3820,o inferno final está prestes a ser levantado na terra.,0,objetiva
3821,3821,"`` washington heights `` conta a história de carlos ramirez , um jovem ilustrador que quer fugir do bairro latino de mesmo nome para dar um mergulho na cena de quadrinhos do centro comercial de nova york .",0,objetiva
3822,3822,"terry, um pirralho mimado é um estudante preguiçoso demais.",0,objetiva
3823,3823,"quando sua irmã rebelde, kassie (kerry washington), desaparece, eddie burns se vê submetido a uma diabólica e engenhosa campanha de vingança pelo misterioso charlie strom (gary oldman).",0,objetiva
3824,3824,"se... você é do tipo aventureiro, dê uma olhada.",1,subjetiva
3825,3825,é exatamente o que você esperaria: nem mais nem menos.,1,subjetiva
3826,3826,"no entanto, um professor da escola avisou o trem, então a gangue e todos os outros no pub acabaram em um tiroteio com dezenas de policiais.",0,objetiva
3827,3827,"o cérebro do jogo roubou sua identidade, colocou-o na lista dos mais procurados do FBI, e está chantageando-o para participar de um plano de destruição do mundo real.",0,objetiva
3828,3828,"como uma lata de coca com 2 dias de idade . você pode sentir o gosto , mas não tem gás .",1,subjetiva
3829,3829,seria difícil encontrar um personagem de filme menos atraente ou cheiroso [ que leon ] .,1,subjetiva
3830,3830,"diretor e roteirista pela primeira vez, Dylan Kidd também tem um bom ouvido para diálogos, e os personagens parecem pessoas reais.",1,subjetiva
3831,3831,nunca é demais ter a ajuda de um esquilo que lê mentes - pena que o Adam não conhece nenhum!,0,objetiva
3832,3832,"somente os atendentes andróides ainda são capazes de ação, mantendo e administrando o 'gotejamento' sem pensar.",0,objetiva
3833,3833,"mas será que bonito pode convencer seus amigos a fazer uma última e grande trapaça com ele e ser mais esperto que o sistema e o sistema, mesmo que isso signifique possivelmente destruir suas amizades?",0,objetiva
3834,3834,"o filme é uma piada, e é tão bom, se não melhor do que muito do que está na tv de manhã de sábado, especialmente as coisas pseudo-educativas que todos nós não suportamos.",1,subjetiva
3835,3835,"pois como Deus observa que vivemos, alguns de acordo com sua vontade e outros não.",0,objetiva
3836,3836,"o filme cria uma noção efetiva de tempo e lugar, embora Sheridan não deixe de nos acertar na cabeça com artifícios estilísticos óbvios.",1,subjetiva
3837,3837,os talentos dos atores ajudam `` moonlight mile `` a se elevar acima de sua escrita de coração na manga.,1,subjetiva
3838,3838,um conto de amadurecimento da Nova Zelândia cujo ar embriagado e lânguido é equilibrado por uma rica clareza visual e performances profundamente sentidas em todos os sentidos.,1,subjetiva
3839,3839,"uma espécie de esteróide, que leva quem toma as drogas para matar.",0,objetiva
3840,3840,"vários anos após sua libertação, seu pai usuário de drogas Manny volta à sua vida e kilo relutantemente o recebe de volta com um trabalho de supervisionar todos os seus traficantes de drogas.",0,objetiva
3841,3841,"este filme é baseado em `` nosso sol `` de robert draw , um romance baseado na vida do ícone e bushranger australiano ned kelly .",0,objetiva
3842,3842,"ela é forçada a se aproximar de Roxie com uma oferta de um papel em seu ato de vaudville (preenchendo a lacuna deixada por sua irmã assassinada), mas Roxie recusa sua oferta, pensando que não precisa de apoio para cobrir a conta.",0,objetiva
3843,3843,uma equipe de cientistas é recrutada em um projeto de acidente para enviar uma nave e uma bomba ao centro da terra para evitar a catástrofe.,0,objetiva
3844,3844,"Jimmy vê a proposta da TV e volta para a cidade convencido de que pode fazê-la mudar de ideia, mas enfrenta uma oposição formidável de quase todos os lados.",0,objetiva
3845,3845,ferrara dirige o filme inteiro com o tipo de distanciamento que faz qualquer quadro parecer um cartão de natal feito sob medida para uma família.,1,subjetiva
3846,3846,um prazer modesto que cumpre seus objetivos com facilidade e confiança .,1,subjetiva
3847,3847,"os amigos podem ouvir, mas quando eles aprendem talvez nunca ou somente quando a jornada começa com você.",0,objetiva
3848,3848,"de oliveira parece não só ter lido o famoso ensaio de john berger sobre o olhar, mas também tê-lo tomado como seu manual pessoal de instruções para a realização de filmes.",1,subjetiva
3849,3849,"para abordar honestamente as falhas inerentes à forma como a assistência médica é disponibilizada aos trabalhadores americanos, será necessário um retrato mais equilibrado ou justo de ambos os lados.",1,subjetiva
3850,3850,um conto arrepiante de um dos grandes crimes da França do século 20: o assassinato de duas mulheres ricas por seus servos em 1933 .,1,subjetiva
3851,3851,uma tímida inglesa aristocrática se apaixona por um artista mais jovem e arrojado e depois o rejeita temendo o que a sociedade possa pensar.,0,objetiva
3852,3852,"eles renegaram, mas um rim legítimo fica disponível para transplante.",0,objetiva
3853,3853,seria um excelente companheiro para o tema semelhante 'a mulher do tenente francês'. ',1,subjetiva
3854,3854,o problema é que algo já está esperando por eles lá dentro - algo que não quer que eles saiam.,0,objetiva
3855,3855,é uma pena que a história do filme não faça jus ao seu estilo .,1,subjetiva
3856,3856,"ouvir comentários de algumas das principais estrelas do no-hold-barred incluindo Rorion Gracie , Mark Kerr , Keith Hackney e Bas Rutten .",0,objetiva
3857,3857,prejudicado pela escrita ruim e possivelmente também por algumas daquelas extensas retrabalhos de pós-produção para direcionar o filme a jovens do sexo masculino no auge de sua primeira descarga completa de testosterona.,1,subjetiva
3858,3858,o filme é uma sátira por trás da música rock & # 38 ; bandas de rolo .,0,objetiva
3859,3859,"como ela é questionada após os acontecimentos pelo sutil e manipulador Dr. Cleave, aprendemos como ela encontrou o amor apenas perdendo qualquer contato com a vida respeitável e qualquer aparência de propriedade.",0,objetiva
3860,3860,"quinze anos depois, e sua amizade floresceu via e-mail, raj acreditando que ele está conhecendo tina quando é realmente pooja.",0,objetiva
3861,3861,"a performance de Britney não pode ser criticada. Lucy é uma garota chata, só isso.",1,subjetiva
3862,3862,"bret é dono de uma pequena mas bem sucedida galeria de arte , equilibrando estética e negócios habilmente .",0,objetiva
3863,3863,"mas ele tem seus motivos , pois há uma chance de que seu amor adolescente Hillevi apareça.",0,objetiva
3864,3864,"de seu relacionamento complexo e duradouro com seu mentor e marido para seu caso ilícito e controverso com Leon Trotsky, para seus envolvimentos provocantes e românticos com mulheres, Frida Kahlo viveu uma vida ousada e intransigente como uma revolucionária política, artística e sexual. .",0,objetiva
3865,3865,ambientado 10 anos após os eventos em `` a ameaça fantasma `` .,0,objetiva
3866,3866,este filme é uma prequela de todos os videogames a casa dos mortos .,0,objetiva
3867,3867,"supremo chanceler palpatine se move por um voto em um exército da república para proteger a república, já que não houve uma guerra em grande escala desde a formação da república.",0,objetiva
3868,3868,ratliff merece notas altas por sua contenção e vontade de não tentar moldar ou moldar nossa opinião sobre o que está sendo mostrado.,1,subjetiva
3869,3869,samantha nobre ( elizabeth berkley ) é uma editora de revista de alto perfil .,0,objetiva
3870,3870,desejando libertar-se mais firmemente ele se tranca em d & # 233 ; pendência e falta de poder .,0,objetiva
3871,3871,"não há nada de provocativo neste filme, exceto pela maneira como ele cuidadosamente evita provocar o pensamento.",1,subjetiva
3872,3872,"não é como ter um filme real de nijinsky , mas pelo menos é melhor do que aquela cinebiografia homônima de 1980 que usava sabão nos lugares onde os mistérios permaneciam.",1,subjetiva
3873,3873,`` o francês veio e trouxe a arma e o coiote tirou a sonolência `` .,0,objetiva
3874,3874,"cassavetes pensa que está fazendo dia de cachorro tarde com uma causa, mas tudo o que ele faz é reduzir tudo o que toca a um desenho estridente e didático.",1,subjetiva
3875,3875,"infelizmente as bicicletas dos anciãos estão atrasadas nos correios e acabam pegando carona com um homem mais velho, mas gentil.",0,objetiva
3876,3876,"seu sonho havia desaparecido, então ele foi para casa e conseguiu um emprego no posto de gasolina de seu pai em Virgil Grove, população 28.",0,objetiva
3877,3877,"as experiências do personagem principal são profundas, ou simplesmente rotineiras?",0,objetiva
3878,3878,é quase como se fosse um desafio elaborado mais do que um filme de sangue puro.,1,subjetiva
3879,3879,"naturalmente, nossos meninos se unem e vão para o bronze!",0,objetiva
3880,3880,"por quase os primeiros dois terços dos 168 minutos de Martin Scorsese's Gangs of New York, eu fiquei em transe.",1,subjetiva
3881,3881,e um retrato lírico dos guardiões sempre presentes que preservam a harmonia natural da vida.,0,objetiva
3882,3882,"é incrivelmente agradável ver Derrida separar e lutar contra o próprio processo e premissa de fazer um filme sobre alguém, particularmente ele.",1,subjetiva
3883,3883,"cinco funcionários de escritório são feitos reféns pelo tímido colega neil (ned dennehy), e seu malvado fantoche morgan.",0,objetiva
3884,3884,. . . `` Bowling for Columbine `` continua sendo um filme inquietante e instigante. . .,1,subjetiva
3885,3885,um filme em que dois personagens não muito absorventes estão envolvidos em um romance que você mal pode esperar para ver terminar.,1,subjetiva
3886,3886,um retrato de uma geração que evoluiu para indivíduos e perdeu o respeito pela dádiva do amor .,0,objetiva
3887,3887,as mulheres ansiavam por ele e os homens queriam ser ele .,0,objetiva
3888,3888,"na praia, um barco está sendo lentamente carregado com os pertences pessoais da casa do moribundo.",0,objetiva
3889,3889,"suas imagens impressionantes de incêndios em chaminés de crematórios e pilhas de cadáveres são prejudicadas pela apresentação do filme, que é muito teatral.",1,subjetiva
3890,3890,"à medida que o número de mortos aumenta, cabe à detetive maria delgado - forasteira desconfiada de madrid (interpretada por mira sorvino) - para parar os assassinatos bizarros.",0,objetiva
3891,3891,"privilegiada e popular, deanna difere dramaticamente da alienada alicia.",0,objetiva
3892,3892,os cineastas não têm coragem. . . explorar plenamente o potencial do roteiro para o humor doentio .,1,subjetiva
3893,3893,"embora os patrões tenham matado seu pai, ele é leal a eles e é considerado família.",0,objetiva
3894,3894,"embora não seja de forma alguma seu melhor trabalho, laissez-passer é um esforço distinto e distinto de um mestre genuíno, um filme fascinante repleto de recompensas a serem obtidas por todos os dispostos a fazer o esforço para colhê-las. ",1,subjetiva
3895,3895,"sua missão: usando partes iguais de habilidade e humor, pegar Arnold Gundars, um dos traficantes de armas ilegais mais bem sucedidos do mundo, e frustrar seus planos traiçoeiros para o avião.",0,objetiva
3896,3896,o que poderia ser aceitável na página impressa do livro do iles não traduz bem para a tela .,1,subjetiva
3897,3897,"calvin (cubo), que herdou o negócio em dificuldades de seu falecido pai, vê a loja como nada além de um fardo e perda de tempo.",0,objetiva
3898,3898,"o escritor de desenhos animados falido, Millard Mudd, afundou em um.",0,objetiva
3899,3899, . . . uma hora e meia de preenchimento inofensivo e inesquecível .,1,subjetiva
3900,3900," por mais corajosamente que o filme tente dar sentido ao seu personagem-título, permanece uma enorme lacuna entre o assustador e limpo dahmer do filme (Jeremy Renner) e os atos diabólicos que nenhuma quantidade de psicologização séria de livros didáticos pode preencher. ",1,subjetiva
3901,3901,"para aqueles com estômago e resistência por sua intensidade de aceleração de batimentos cardíacos e ação de bater o corpo, rollerball oferece exatamente o que promete: um herói do povo que você pode realmente apoiar .",1,subjetiva
3902,3902,de alguma forma explica como ocorreu a tragédia e seu legado duradouro hoje .,1,subjetiva
3903,3903,foca nos hormônios em fúria de joan e martela o público com inquisições espanholas sobre sua “loucura” tanto que fiquei louco que perdi 123 minutos e US$ 9. 50 neste dispositivo de tortura do século 21.,1,subjetiva
3904,3904,no planeta do tesouro de fertilidade visual rivaliza com as principais animações japonesas da safra recente.,1,subjetiva
3905,3905,"danny, que fica paranóico e faz uma cena enquanto assistem `` der lift `` ( filme de terror alemão preto e branco ) e alucina por ser o ator do filme ( Ricardo mamood ) , não tem o coragem para enfrentar uma garota com metade da idade dele .",0,objetiva
3906,3906,"brad, um estudante de arte que espera ganhar uma bolsa de prestígio, vê sua vida e carreira viradas de cabeça para baixo quando se apaixona por uma professora de sua faculdade, lisa ducharme, que por acaso é a orientadora de tese de sua namorada. . .",0,objetiva
3907,3907,"a partir de então, Patricia ascende imediatamente ao estrelato.",0,objetiva
3908,3908,"samantha é então forçada a questionar seu próprio lugar no mundo de ambição e poder de tubarão-come-tubarão, onde a verdade é sempre ilusória, os inimigos usam o rosto de um amigo e as apostas são nada menos que vida ou morte.",0,objetiva
3909,3909,"certamente nenhum filme biográfico, nijinsky é curto em fatos, mas longo em expressão.",1,subjetiva
3910,3910,o direito de primogenitura da pequena ella é o dom - e maldição - da obediência.,0,objetiva
3911,3911,. . . espero que esteja nos cinemas de dólar quando o Natal chegar. espere pra ver então .,1,subjetiva
3912,3912,um ex-agente secreto da Alemanha Oriental foge de seu passado e aterrissa em mé xico sob uma identidade falsa .,0,objetiva
3913,3913,"é muito longo, muito repetitivo, e leva muitos anos para resolver ser um vencedor total.",1,subjetiva
3914,3914,simplesmente não há interesse suficiente na tela para sustentar seu tempo de execução de setenta minutos .,1,subjetiva
3915,3915,"no momento em que sua história de pintura por números chega ao final, a linha de bateria fez a banda parecer legal -- não é pouca coisa na esteira do american pie 2 .",1,subjetiva
3916,3916,"os personagens . . . são finos como papel , e suas personalidades sofrem mudanças radicais quando se adequa ao roteiro .",1,subjetiva
3917,3917,um jovem padre idealista na Irlanda do Norte tem sua fé posta à prova quando se depara com o derradeiro dilema moral .,0,objetiva
3918,3918,"um filme familiar eficiente e extremamente simpático sobre órfãos e esportes que vem com doses iguais de sentimentalismo, piadas bregas e lições de vida.",1,subjetiva
3919,3919,"enquanto bob o tomate e as crianças se acomodam para esperar por um guincho para ajudar a colocar a van de volta na estrada, os `` piratas que não fazem nada `` compartilham uma pequena história sobre um cara chamado jonah .",0,objetiva
3920,3920,"enquanto trata um detetive de homicídios por fumar, o hipnoterapeuta michael strother tem uma visão telepática de uma jovem flutuando sob a superfície de um riacho.",0,objetiva
3921,3921,"o caso é reaberto quando mais dois corpos são descobertos, ambos de mulheres grávidas.",0,objetiva
3922,3922,"jovem é um tributo à nobreza daqueles homens sob fogo, seus atos comuns de valor incomum, e sua lealdade e amor uns pelos outros.",0,objetiva
3923,3923,"seis das nações mais brilhantes artistas de palavras faladas se reuniram em Nova Orleans em 2 de setembro, para começar uma jornada transformadora para a cidade de Nova York para o aniversário comemorativo de 11 de setembro.",0,objetiva
3924,3924,"ambos os desempenhos principais são do tamanho de um Oscar. quaid é totalmente destemido como o marido torturado vivendo uma mentira dolorosa, e moore maravilhosamente subestima a heroína sofredora com uma dignidade imperturbável dos anos 50 em algum lugar entre Jane Wyman e June Cleaver.",1 ,subjetiva
3925,3925,"eles são judeus, são avós e são lésbicas.",0,objetiva
3926,3926,"não vou discutir com ninguém que chama 'preguiçosos' de burros, insultantes ou infantis... mas ri tanto que não me importei.",1,subjetiva
3927,3927,"um filme bem feito de natureza auto-reflexiva, filosófica.",1,subjetiva
3928,3928,"enquanto eles tentam se manter um passo à frente de Pedro, fica claro que há mais alguém na floresta, alguém que está observando todos eles.",0,objetiva
3929,3929,"os dois protagonistas, quase perfeitos em seus papéis, trazem um coração e uma realidade que balizam o filme e, às vezes, elevam-no a um filme policial superior.",1,subjetiva
3930,3930,"se Ram dass prova ou não uma autoridade tão clara e confiável sobre isso quanto ele era sobre a consciência interior, a graça feroz nos assegura que ele mais uma vez será honesto e amoroso.",1,subjetiva
3931,3931,"quando starla é forçada a deixar o time de líderes de torcida depois de conseguir algumas notas ruins, Genevieve se muda para tomar seu lugar.",0,objetiva
3932,3932,"quando Jack rejeita os avanços alcoólatras de Charlie, um inimigo nasce.",0,objetiva
3933,3933,"então, de 1983 a 1984, a `` gang stander `` ( stander , alan heyl & # 38 ; patrick mccall ) rouba até quatro bancos por dia .",0,objetiva
3934,3934,é um dos filmes mais honestos já feitos sobre Hollywood .,1,subjetiva
3935,3935,o filme inteiro é cheio de momentos de deja vu .,1,subjetiva
3936,3936,"Joe é espancado por alguns dos amigos de Johnny como um sinal para deixá-lo em paz, e com este ato final de liberdade, Johnny deixa o mundo do sharking.",0,objetiva
3937,3937,um road movie sombrio e peculiar que desafia constantemente as expectativas.,1,subjetiva
3938,3938,"mesmo com todas essas arestas lixadas com segurança, a insônia americana ainda é muito boa.",1,subjetiva
3939,3939,nós entramos e saímos de oito vidas defeituosas e fazemos um passeio mental turbulento onde a realidade de Lilli sai do controle e somos levados a um clímax inesquecível onde alguns desmoronam e alguns se juntam.,0,objetiva
3940,3940,o cineasta tian zhuangzhuang retorna triunfante ao cinema narrativo com um trabalho visualmente magistral de poder silencioso.,1,subjetiva
3941,3941,"um astuto publicitário de Nova York (farrell) que atende um telefone tocando em uma cabine telefônica é informado de que se ele desligar, ele será morto. . .",0,objetiva
3942,3942,"sam e ash se tornam bons amigos enquanto lutam para salvar celebi do novo vilão do time de foguetes, o saqueador mascarado de ferro e sua bola escura, que se torna pokémon malvado e aumenta seus poderes ao máximo.",0,objetiva
3943,3943,'enigma' é o tipo de drama histórico envolvente que hollywood parece ter desistido em favor de filmes de guerra sentimentais na veia de 'nós éramos soldados'. ',1,subjetiva
3944,3944,uma cartomante turca prevê que a menina vai convalescer se alguém sacrificar sua vida por ela.,0,objetiva
3945,3945,"a assembléia da trindade aborda o empreendimento com uma chocante falta de ironia, e o documentário de George Ratliff, Hell House, reflete sua seriedade M-^W, o que contribui para um filme aterrorizante.",1,subjetiva
3946,3946,isso é especialmente verdade quando ele faz uma conexão especial em uma festa da indústria de hollywood.,0,objetiva
3947,3947,"um triunfo, um filme que esculpe um mundo e nos transporta sem esforço das trevas para a luz.",1,subjetiva
3948,3948,o motivo originalmente nobre rapidamente degenerou em uma orgia de derramamento de sangue e terror.,0,objetiva
3949,3949,"enquanto este fim de semana bizarro se desenrola, vemos exatamente o que Adam tem que fazer para preservar sua sanidade e suas amizades.",0,objetiva
3950,3950,apesar de suas falhas. . . belinsky ainda é capaz de criar uma história envolvente que mantém você adivinhando quase a cada passo.,1,subjetiva
3951,3951,"quando Taraneh descobre que está grávida ela decide contra todos os conselhos e intensa pressão social, para manter o bebê.",0,objetiva
3952,3952,"ele começa a espalhar o evangelho dos ideais comunitários, que ele absorveu durante suas viagens na Índia.",0,objetiva
3953,3953,"onde a trilha termina, o terror começa Leland fitzgerald (Gosling), de 15 anos de fala mansa, comete um assassinato aparentemente sem sentido que choca sua comunidade, afetando tanto a família da vítima quanto a sua própria.",0,objetiva
3954,3954,mas a tolice irônica sempre fez parte da maior parte do capricho divertido de Wilde que ajuda a `` ser sério `` superar suas fraquezas e a interferência criativa de Parker. . .,1,subjetiva
3955,3955,deveria ser uma comédia romântica - sofre de muita norma rae e pouca mulher bonita .,1,subjetiva
3956,3956,"se você é um fã de esportes radicais, este é provavelmente um DVD obrigatório.",1,subjetiva
3957,3957,"uma divertida parábola iraniana sobre abertura, particularmente a necessidade de pessoas de diversas perspectivas políticas conviverem apesar de suas diferenças ideológicas.",1,subjetiva
3958,3958,"chegando nos EUA com um passaporte falso, ela foi presa pelo ins por um ano enquanto seu caso de asilo estava sendo julgado.",0,objetiva
3959,3959,"nadine trabalha lá como prostituta, embora seja casada e com filhos, hannah mantém a agenda de compromissos, christie é uma atriz que foi escalada como prostituta e deve aprender os meandros, e josephine é uma estudante que é forçada a por razões econômicas .",0,objetiva
3960,3960,"`` sumô leste e oeste `` nos leva a este mundo através da história de Wayne vierra do Havaí, também conhecido como Kamakiiwa, um ex-lutador profissional de sumô no Japão cuja carreira profissional foi interrompida por uma lesão, mas que se recuperou para se tornar um campeão no crescente mundo do sumô amador .",0,objetiva
3961,3961,"como `` creche do papai `` começa a pegar, ele os lança em uma rivalidade cômica com a diretora durona da Chapman Academy, Sra. Harridan (Anjelica Huston). .",0,objetiva
3962,3962,"estúpido, infantil, redundante, desleixado, exagerado e amador. sim, é acordar em reno"". ""Voltar a dormir.""",1,subjetiva
3963,3963,"isso é puro e excitante fazer um filme. você não saberá exatamente o que está acontecendo, mas ficará exausto.",1,subjetiva
3964,3964,"john e a estrela de patinação no gelo mundialmente famosa, Elena, estão prestes a assinar os papéis do divórcio quando percebem que, apesar de tudo que está acontecendo ao seu redor, vale a pena lutar pelo amor deles.",0,objetiva
3965,3965,( e . t . ) se destaca como uma experiência perfeita de ir ao cinema que eu acredito que nunca mostrará sinais de idade .,1,subjetiva
3966,3966,"os documentaristas Weissman e Weber criaram habilmente um registro de um tempo maravilhoso e um grupo selvagem nas cockettes, e você não vai querer perder um minuto disso.",0,objetiva
3967,3967,"bruce nolan é um repórter de televisão, que atualmente recebe o que considera atribuições indignas, o que o torna alvo de uma piada.",0,objetiva
3968,3968,"muito teatral, falador -- e longo -- para seu próprio bem.",1,subjetiva
3969,3969,"eventualmente, Crane se uniu ao técnico de vídeo John Carpenter para documentar suas façanhas, uma associação que pode muito bem ter levado ao seu assassinato em um quarto de motel em Scottsdale, Arizona, em 1978, que permanece oficialmente sem solução até hoje.",0 ,objetiva
3970,3970,"em última análise, o projeto aparece como clínico, distante, sem envolvimento, possivelmente levando os membros da audiência a se perguntarem, 'qual é o ponto? '",1,subjetiva
3971,3971,"é uma história de amor em havana no início do século XIX, entre uma jovem de hait & #237; e um homem alemão.",0,objetiva
3972,3972,"Thomas escapa por pouco quando seu irmão Sean encontra um osso da sorte, e sugere que eles façam um desejo.",0,objetiva
3973,3973,"ninguém mais, isto é, até que um grupo extraordinário de seis bandidos aterrissa em sua varanda da frente.",0,objetiva
3974,3974,uma escapada sagaz de franquia; ele faz o trabalho.,1,subjetiva
3975,3975,minha esposa é atriz funciona tão bem porque [os protagonistas] são um casal tão sociável.,1,subjetiva
3976,3976,"mesmo que o anel tenha um anel familiar, ainda é extraordinariamente astuto e inteligente para horror de Hollywood.",1,subjetiva
3977,3977,"o fim da inocência já começou e um novo caminho, escuro e esperançoso, espera como os navios além de sua janela.",0,objetiva
3978,3978,"o filme pode atrair muitas pessoas para a ópera, em geral, uma forma de arte ao mesmo tempo visceral e espiritual, maravilhosamente vulgar e sublimemente sublime - e tão emocionalmente grandiosa quanto a vida.",1,subjetiva
3979,3979,"ao mesmo tempo, o cientista e empresário Norman Osborn, após a exposição a um gás nervoso experimental, desenvolve uma personalidade alternativa; o duende verde super forte e psicótico!",0,objetiva
3980,3980,joseph acabou de terminar com a namorada e não está aceitando muito bem .,0,objetiva
3981,3981,"o pesadelo não acabou, william birkin ordenou que a colmeia fosse reaberta, e ao fazê-lo contaminou toda Raccoon City, uma cidade dos daed, com Alice presa bem no meio.",0,objetiva
3982,3982,"um dia, ele veio até ela e pediu para ela jantar e levá-la para casa.",0,objetiva
3983,3983,um ``poema de filme`` que é uma versão atualizada de 2002 do famoso filme de correios de 1936 'night mail (1936)' .,0,objetiva
3984,3984,e se ele escapou com a intenção de se juntar a todos aqueles outros gênios do mal nazistas na ensolarada América do Sul?,0,objetiva
3985,3985,"ele usa métodos radicais para obter alguma mação de magneto, e planeja um ataque à escola mutante do professor xavier quando só há wolverine e os jovens alunos (jean gray e storm estão procurando um novo mutante, nightcrawler, e xavier e clycops estão na prisão de plástico do magneto ) .",0,objetiva
3986,3986,o escritor cria a história de um homem idoso que busca a felicidade por causa da perda recente de sua esposa.,0,objetiva
3987,3987,"curling pode ser um esporte único, mas homens com vassouras são distintamente comuns.",1,subjetiva
3988,3988,um banho de sangue genérico que muitas vezes se torna ridiculamente insuportável quando não é meramente ofensivo.,1,subjetiva
3989,3989,"o ponto principal de uma história de cachorro desgrenhado, é claro, é que ele não vai a lugar nenhum, e este é um clássico lugar nenhum em todos os sentidos.",1,subjetiva
3990,3990,"o declínio de Kyle em um ""inferno vivo"" é parte de uma jornada para aquela coisa que todos nós lutamos dentro de nós mesmos.",0,objetiva
3991,3991,"quando ele tenta conceder a todos o que eles querem, o tumulto acontece.",0,objetiva
3992,3992,o que eles logo descobrem é que não estão sozinhos. . . e não é um soldado alemão que está caçando eles.,0,objetiva
3993,3993,"o drama era tão pouco inspirador que mesmo uma história imersa em amor, luxúria e pecado não conseguia prender minha atenção.",1,subjetiva
3994,3994,será que raquel será capaz de proteger Harper e provar quem realmente tem plantado as bombas?,0,objetiva
3995,3995,a incompatibilidade entre o bom coração de whitey e o otimismo sem fim e os problemas constantes de davey logo fazem os dois se perguntarem se ir para a cadeia não teria sido mais fácil!,0,objetiva
3996,3996,um solucionador de problemas da empresa petrolífera de Nova York é trazido para um remoto b. c.,0,objetiva
3997,3997,"muito mais um vídeo caseiro, e tão desprovido de artifício e propósito que parece não ter sido editado.",1,subjetiva
3998,3998,". . . expande os horizontes do tédio ao ponto de colapso, transformando-se em um buraco negro de embotamento, do qual nenhum conceito interessante pode escapar.",1,subjetiva
3999,3999,"produzido pela raposa do século 20, a era do gelo fica aquém do status clássico. mas é uma das melhores características não usar a bandeira da Disney ou da Dreamworks.",1,subjetiva
4000,4000,"mesmo com suas falhas, a revolução nº 9 prova ser um filme interessante e interessante.",1,subjetiva
4001,4001,"tanto falho quanto atrasado, Martin Scorcese's Gangs of New York ainda emerge como seu trabalho mais vital desde Goodfellas.",1,subjetiva
4002,4002,mártir se ferra e volta para mais.,1,subjetiva
4003,4003,"um filme de terror com personagens seriamente burros, o que dilui um pouco o prazer de vê-los perseguidos por bichos rastejantes que vivem apenas na escuridão.",1,subjetiva
4004,4004,nenhum momento no empreendimento não me fez querer deitar em um quarto escuro com algo legal na minha testa .,1,subjetiva
4005,4005,hamilton high não é lugar para um professor que se importa .,0,objetiva
4006,4006,"a direção ocasionalmente sobe ao nível de competência marginal, mas para a maior parte do filme é difícil dizer quem está perseguindo quem ou por quê.",1,subjetiva
4007,4007,"em um mundo futurista, um regime estrito eliminou a guerra suprimindo as emoções: livros, arte e música são estritamente proibidos e o sentimento é um crime punível com a morte.",0,objetiva
4008,4008,"depois de lutar contra um ataque de ladrões com suas incríveis habilidades em artes marciais, ela conta a yan a história de sua família.",0,objetiva
4009,4009,"o filme tem o brilho polido e os choques de alta octanagem que você espera de palma, mas o que o torna transportando é que também é uma das expressões mais inteligentes e prazerosas de puro amor cinematográfico vindo de um americano. diretor em anos .",1,subjetiva
4010,4010,"logo depois, Christin retorna como um fantasma feroz, e começa a matar todos em seu caminho no hotel como forma de vingança.",0,objetiva
4011,4011,"após a morte de um `` mucker `` e dois outros opositores de sua seita , as autoridades locais decidem agir contra ela e seus seguidores .",0,objetiva
4012,4012,ele diz a mitchell que agora está endividado .,0,objetiva
4013,4013,"me senti triste por lise não tanto pelo que acontece, mas porque ela foi capturada por este filme quando ela obviamente pertence em algo mais leve e ensolarado, por rohmer, por exemplo.",1,subjetiva
4014,4014,seu novo mundanismo e idéias vão bem com os irmãos empobrecidos madonna e prata brassaurd e o irremediavelmente na & # 239 ; ve carrega .,0,objetiva
4015,4015,mas as coisas dão terrivelmente errado para o gerente de banco honesto quando ele encontra um de seus próprios funcionários tentando enganar os clientes.,0,objetiva
4016,4016,"aquele filme raro que funciona em vários níveis - como um filme de magia e capricho para crianças, um romance sincero para adolescentes e um argumento convincente sobre a morte, tanto a favor quanto contra, para adultos.",1,subjetiva
4017,4017,"colorido, enérgico e docemente caprichoso . . . a rara sequência que é melhor que seu antecessor.",1,subjetiva
4018,4018,move-se em direções de enredo tão estranhas e desce para um moralismo tão propagador de mensagens que suas boas qualidades são obscurecidas.,1,subjetiva
4019,4019,"é a maioria das coisas pelas quais os filmes de costner são conhecidos; é hipócrita, hipócrita e tão ansioso para ganhar nosso amor que você quer dar um tapa nele.",1,subjetiva
