
texto, rótulo, rótulo_texto
"Além disso, pensei que era principalmente sobre as crianças, embora os professores possam não se apresentar muito bem para algumas pessoas (um dos cantores - uma mulher tcheca canta na frente de crianças ciganas que crescem ouvindo música e dançando, o outro - um historiador na frente de alunos com várias dificuldades de aprendizagem, ele usa muitas metáforas, o terceiro - o matemático imediatamente os sobrecarrega emocionalmente ao apresentá-los)",0,subjetivo
Então definitivamente não é uma comédia e também não foi muito assistível...,0,subjetivo
No final eu estava entediado.,0,subjetivo
Ótimas dicas como Concretia (Betonia).,0,subjetivo
"Assim como Verne estava à frente de seu tempo com seus livros, Karel Zeman estava à frente de seu tempo com seus filmes.",0,subjective
"Nossos aviadores da RAF merecem um memorial melhor do que esse brega açucarado.",0,subjetivo
"Há uma quantidade incrível de gags que até os criadores de Os Simpsons devem se confundir com elas, mas muitas delas fazem barulho imediatamente, outras não funcionam e apenas algumas provocam gargalhadas.",0,subjective
"A maior bomba foi quando Žán cortou o mastro do navio, ao qual está acorrentado como Cristo, com o salto do sapato :D com um rugido cruel porque está tentando arrancar as mãos do prego.",0, subjetivo
"PS dou quatro porque Eastwood definitivamente tem mais",0, subjetivo
"Durante essas 2 horas, eu não entendi nada do andamento da trama, uma vez que era uma comédia de amigos espirituosos, uma ação no estilo de Takken e, no final, uma novela mexicana.",0,subjective
Ele também foi perfeitamente complementado por Bill Murray e Olivia Williams.,0,subjetivo
Sim, é um pouco exagerado, mas o que é uma comédia e me divertiu...,0,subjetivo
"O início da segunda parte inesperadamente prometeu a forma extrema que eu esperava do Lars e não consegui na primeira parte, mas o que se seguiu depois disso me congelou completamente e não de forma positiva, na última hora eu já estava pensando profundamente sobre onde, o mais longe possível de um começo promissor, eles caem e foi realmente decepcionante para mim assistir minutos intermináveis ​​​​de esticar artificialmente e sem rumo a filmagem para que houvesse dois filmes ""grandes"" no final das contas.",0, subjetivo
Alguém ou alguma coisa tomou conta de você completamente e você está desamparado.,0,subjetivo
De qualquer forma, você merece quatro estrelas.,0,subjetivo
"Do set à câmera aos atores, mesmo que o roteiro não tenha sido tão elaborado como no caso de HP, estou muito satisfeito.",0,subjetivo
"No final, o resultado é ""apenas"" valendo três estrelas, mas mesmo que eu não possa dizer que gostei muito do filme, com certeza me chamou a atenção e me surpreendeu positivamente.",0,subjective
Talvez uma versão em preto e branco tivesse movido todo o filme para uma posição completamente diferente.,0,subjetivo
"Provavelmente é impressão minha, mas o mesmo tipo de música que pessoas como Garix ou Avicii fazem já existia aqui há 30 anos.",0,subjective
"(não) Os atores são terríveis, o roteiro como se fosse de uma criança na escola obrigatória que gostava de ler velhas fábulas e lendas gregas.",0,subjetivo
"Palmer é um gato, o carinha jogou bem.",0,subjective
"O maior problema das comédias românticas é que elas têm que inventar algo novo e original.",0,subjective
"É tudo sobre filmes, quadrinhos e referências sexuais.",0,subjetivo
"Eu nem consegui descobrir qual era o avião no filme...",0,subjetivo
^^ Inesperadamente gostei bastante.,0,subjetivo
Um clássico muito engraçado que sempre gosto de assistir.,0,subjetivo
"Eu fiquei surpreso que outro personagem saiu imediatamente depois dela e então foi como uma esteira.",0,subjective
Ainda assim, por cinco estrelas, sinto falta de mais tensão e uma dose maior de ação.,0,subjetivo
Uma estrela extra para o belo ambiente.,0,subjetivo
Era só propaganda chata mentindo.,0,subjetivo
"E havia um grande comandante da gendarmaria com seu "cartão" balançando", mas mais de um momento chato podia ser visto de Ox, então não posso dar mais estrelas até que me dêem um gostinho dos verdes que cheiravam minha sala de estar pela tela.",0 , subjetivo
Porém, com o tempo eu simplesmente me apaixonei por ele.,0,subjetivo
"Por pena do Willis, que pelo menos parece que está tentando, eu me fodo.",0,subjetivo
"Certos filmes atraem o público em todos os lugares, seja na Islândia, Japão, Brasil ou Grã-Bretanha, e Doctor Who é esse tipo de filme.",0,subjetivo
"Até agora eu pareço mais deficiente do que sexy, mas isso requer prática, e depois da quarta xícara de saquê, eu parecia sexy na frente do espelho, mesmo sendo um desastre total.",0,subjective
"Basa é uma selva, mas às vezes as pessoas vivem nela.",0,subjetivo
"The Deer Hunter, vencedor de 5 Oscars, me surpreendeu apenas e apenas pelo fato de realmente mostrar que não apenas os nativos americanos (quero dizer etnia) lutaram pela América no Vietnã, mas também homens de outras nacionalidades.",0,subjetivo
"De qualquer forma, eu gostei bastante e estava curioso para ver como o filme ficaria.",0,subjective
É realmente uma dor assistir Freedomland até o final.,0,subjetivo
Caso contrário, o filme teve um efeito incrível e, apesar da longa filmagem, não consegui encontrar um lugar onde estivesse entediado.,0,subjetivo
A interação entre os personagens foi bem engraçada depois.,0,subjetivo
"Quando as referências aos primórdios do cinema vieram no segundo semestre, finalmente me interessei.",0,subjective
"Este é talvez o único conto de fadas em que ninguém fica entediado por um segundo.",0,subjetivo
"Cage não jogou mal, pelo contrário, acho que ele estava lá para mim.",0,subjetivo
Este é simplesmente o estilo dos anos 80 no seu melhor!!,0,subjetivo
"Eu descobri Norman Wisdom por mim mesmo no momento certo, porque suas travessuras realmente me fazem rir.",0,subjective
Eu quero o McClan dos anos 90 de volta ou vou ficar com raiva e ser malvado!,0,subjetivo
É inacreditável como Kevin Costner conseguiu dirigir seu primeiro filme.,0,subjetivo
A atmosfera é um pouco vazia e nada interessante.,0,subjetivo
"É mais um drama do que um musical, e se você souber o que esperar, vai gostar muito!",0,subjective
"Foi assistível, mas não tão bom.",0,subjective
"Apesar de uma considerável mudança de pessoal nas fileiras dos criadores, parece-me que o filme continua mais ou menos a tendência estabelecida, onde Johnny Depp novamente demonstra, é claro, uma qualidade considerável, mas ainda o mesmo tipo de humor de um episódio de um seriado americano, e enquanto busca seu objetivo, consegue escapar de todos os perseguidores, esgrimir com quem puder e flertar com a femme fatale, desta vez interpretada por Penélope Cruz.",0,subjetivo
"No WC, eles discutem um monte de assuntos triviais e mais sérios, dos quais eu só me incomodava com os de ""Deus"",0,subjetivo
"Minhas expectativas cautelosas, mas não totalmente pequenas, definitivamente não foram atendidas, e Círculo de Fogo pode ser descrito como o filme mais fraco de Del Toro.",0,subjective
Este emocionante thriller foi baseado em fatos reais.,0,subjetivo
"Quando os bandidos começarem a tentar me pegar, esse pacote fofo vai afugentá-los com segurança.",0,subjective
"O cara bonito, que me lembrava Pierce Brosnan, realmente não combinava com ele.",0,subjective
"Não há nada de errado com isso, realmente faz você rir...:D",0,subjetivo
"Eu não tinha grandes expectativas para RE3, ele me surpreendeu ainda mais.",0,subjective
"Este filme não causa um impacto significativo, não há nada extra, nenhuma grande façanha, nada de novo, até mesmo um tema que já foi trabalhado x vezes.",0,subjective
“Temos todos os ingredientes certos de um grande vilão (uma clara referência a Deadpool para mim pessoalmente), um excelente Coringa, que está mais louco do que nunca e depois uma pequena participação de Gordon, Charada, é uma pena que Pinguim e Mulher-Gato não não aparece em flashbacks.",0 , subjetivo
Massacre. Meu queixo caiu com esse filme.,0,subjetivo
Depois do excelente e para mim perfeito El cuerpo, o diretor Oriol Paulo abordou um tema semelhante.,0,subjetivo
"Certamente alguém desse trio merece um Oscar, mas para minha surpresa foi apenas Kim Basinger, mas pelo que só os senhores da academia sabem",0,subjetivo
"***** Caso contrário, parece-me que a seleção de fotos para o 17º festival franco.",0,subjetivo
"Se algum diretor hoje planejasse fazer um longa-metragem adequado nesse estilo, eu estaria sentado na primeira fila na estreia da meia-noite.",0,subjective
"Não estava claro o tempo todo, me lembrava uma garrafa com uma mensagem no mar, na qual muitas correntes diferentes se encontravam e a garrafa navegava por um tempo em uma direção, depois em outra e assim por diante.",0,subjective
O DIA DO RESGATE DE INVERNO levará a água para os mais sensíveis, e o final patético devolverá o filme à posição justa e única das crianças.,0,subjetivo
"Eu nunca gostei da série por causa de sua natureza deprimente, mas depois de vinte anos, desde que eu não a vi, de repente é uma lembrança sentimental de que tipo de série eu estava assistindo.",0,subjective
"Eu gostaria de poder dar uma estrela pela excelente música, mas no geral o filme é uma perda de tempo que não merece.",0,subjective
"E isso apesar de ser um hospício desgastado, onde a melhor atuação foi dada pelas cabras de Cerina Vincent e de onde saí várias vezes pensando que tinha acabado.",0,subjective
"O tempo que Godzilla roubou na tela pode congelar um pouco, mas você vai gostar ainda mais.",0,subjective
Como um curta de vinte minutos, seriam os cinco juntos.,0,subjetivo
No entanto, o toque auto-paródico e trote de clichês de gênero infelizmente não é intencional e destrói a Rede com um potencial ridículo.,0,subjetivo
"Durante o filme eu estava entre 4-5 * rating, mas no final do filme, decidiu por mim!",0,subjetivo
Uma história simbólica inacreditável e um tanto confusa foi realizada em prédios de estúdio espetaculares e caros.,0,subjetivo
"O filme é bom, muito bom, ótimo, mas mesmo assim faltou alguma coisa.",0,subjective
"Uma comédia romântica fofa com personagens principais simpáticos, uma atmosfera italiana maravilhosa e música excelentemente escolhida.",0,subjective
"O segundo, por outro lado, foi horror e horror e eu realmente tenho que fechar os dois olhos para dar duas estrelas.",0,subjective
Muito tempo foi dedicado ao Zátopek nesta parte, e não foi nada prejudicial.,0,subjetivo
"Que pena, gosto mais de máscaras do que de macacos digitais.",0,subjective
"Tentei encontrar o Caminho Azul, mas não consegui.",0,subjetivo
As piadas são em sua maioria desajeitadas e sem graça.,0,subjetivo
"Embora o tempo já tenha passado, o pathos heróico, a celebração do indomável russo e o amor pela Mãe Rússia ainda parecem um ovo podre.",0,subjective
“E embora seja muito bom que Hamill estivesse obviamente treinando duro naquela ilha para ser um cuco ao estilo Tim Robbins, mas se ele não aprendeu a atuar lá durante esse tempo, o resto dos episódios será uma provação sólida. ",0,subjetivo
O filme realmente vai nos fazer pensar na República Tcheca sobre a questão do racismo, etc., 0, subjetivo
"Mesmo se eu assistir pela enésima vez, ainda tenho que rir.",0,subjective
"Gosto dos Smurfs desde criança, dou 5* à bela história", 0, subjetivo
"Mesmo não sendo mais criança, sempre gosto de assistir a próxima parte de Zvolnilky, tem seu charme, animação maravilhosa, uma história que nunca fica chata, por que deveria ser só para crianças?",0 ,subjetivo
"Qualquer forma de guerra é inaceitável para mim, e os Estados Unidos podem defendê-la de qualquer maneira mais hipócrita e declarar os soldados como heróis como quiserem.",0,subjective
"Este não é um remake ou uma cópia de outros filmes, pelo menos não para mim.",0,subjective
"Certamente não é um filme que vai fazer você rir alto, mas definitivamente vale a pena.",0,subjective
"Felizmente, Meg Ryan está aqui, porque senão essa vingança assada não seria doce, mas seria... um lixo.",0,subjective
"Talvez a conclusão seja um pouco pisada, mas nada muda o fato de que um bom thriller psicológico com elementos de mistério é difícil de encontrar hoje em dia.",0,subjective
"No momento (28/02/2005) sou um dos cinco dando cinco estrelas, o que me deixa muito triste.",0,subjective
"Ótima direção, elenco e uma mensagem melhor que a outra.",0,subjetivo
"Visto na dublagem tcheca, doeu.",0,subjetivo
"Acho um filme bonito para meninas (pequenas) e o fato de eu ser um pouco velha não me incomoda em nada.",0,subjective
"Faltou o humor proverbial, que passou por apenas alguns momentos e rapidamente desapareceu novamente.",0,subjective
"A maneira como Evans filma cenas de ação é simplesmente incomparável, e aqui estão essas joias em uma enorme história de máfia.",0,subjective
"Um belo conto de fadas e uma briga entre Jackie Chan e Jet Li, quando foi a última vez que vimos algo assim?",0,subjective
"Não é nenhuma surpresa que o filme seja realizado principalmente pelos dois atores principais, que dão credibilidade aos seus personagens, o que, no entanto, não é muito crível aqui devido ao roteiro.",0,subjetivo
"Um conto de fadas tão mais elaborado com um enredo estúpido como ""temos que ir lá, depois lá, depois lá e então vencemos"".,0,subjective
"O enredo em si não me atraiu muito, mas fui cativado pela música, cujo poder, para variar, desaparece e desaparece um pouco atrás de todas as partes (o motivo não é mais surpreendente em cem maneiras)" ,0,subjetivo
"O final não só me surpreendeu, mas também me fez sorrir.",0,subjective
Um dos mundos pós-apocalípticos mais loucos e impossíveis que eu já vi.,0,subjetivo
"O filme começa de forma bastante interessante na balsa, quando conhecemos os personagens principais DiCaprio (Daniels) e seu novo colega Ruffalo (Chuck).",0,subjective
"Ordem da Fênix já é o segundo filme da série HP que realmente me impressionou.",0,subjective
"E eu simplesmente gostei deste filme, sim, as tomadas poderiam ter sido filmadas um pouco diferente, mas como lição de que nada deve ser exagerado, que você só tem que comer, isso é um fato, e se esse filme pelo menos tivesse um impedimento caso de como não parecer tão magro, então serviu ao seu propósito, é realmente melhor ter aquele quilo a mais do que parecer um cadáver e pele e ossos",0,subjetivo
Bem, eu não gostaria de ser comido por esse lixo.,0,subjetivo
"Um gênero que já é um clássico por si só é representado por um filme que, independentemente disso, também se tornou atemporal em si mesmo.",0,subjetivo
"Uma peça sólida, já cult na minha opinião.",0,subjetivo
Mas Tereza teria que ser representada por uma atriz de verdade.,0,subjetiva
"o começo não me agradou, algumas coisas ficaram sem solução, mas fiquei agradavelmente surpreso com o enredo, que na minha opinião sempre foi fraco", 0, subjetivo
Surpreendentemente, também não gostei da dublagem japonesa original de Howl.,0,subjetivo
Mel Gibson dá uma performance padrão e a história...,0,subjetiva
"Quando se trata de exotismo, é meu e eu também gosto de Marko Vašut, então eu assisti episódio após episódio, mas em retrospectiva eu ​​tenho que dizer que a versão americana era definitivamente várias classes acima.",0,subjective
Bem, o jovem também foi bem legal.,0,subjetivo
"Além disso, ficamos nostálgicos porque tínhamos o carro voador do Fantomas como inglês!",0,subjective
Every Million Good não é um filme feliz.,0,subjetivo
"Eu confio nos personagens de todos os outros (Ahmaneth era perfeito e Dr. Jekyll muito simpático), mas Cruise exagera ao ponto da dor e sua expressão de boca entreaberta está em quase todas as cenas.",0,subjective
"Krafftówna tem uma voz linda que traz uma sensação de melancolia a um filme já melancólico... uma beleza, recomendo a todos.",0,subjective
"Um filme perfeito que surpreende com sua brutalidade poética e, mesmo depois de anos, parece distintamente atemporal.",0,subjective
"E eu não fazia ideia que tínhamos uma atriz tão boa como Iva Bittová, ela foi incrivelmente convincente (assim como Roden, mas já sabemos que ela é tão excelente - embora infelizmente ela não tenha muito espaço aqui) .",0,subjetivo
Este é o filme mais longo da série e quase nada acontece nele.,0,subjetivo
"Excelente psicologia dos personagens, um início de carreira decente para Billy Zane, Sean Astin ou Matthew Modine, por exemplo, o papel de vida de Eric Stoltz para mim, um roteiro excelente, embora um pouco legível nos últimos dez minutos, e nas condições de Cinema de guerra americano, uma história muito rara não baseada no heroísmo individual, mas na força do coletivo.",0,subjetivo
"O filme em si não é ruim, pelo contrário.",0,subjetivo
"Não sei, é preciso crescer um dia.",0,subjetivo
"Eu não gosto muito de filmes de quadrinhos, então não esperava muito desse aqui.",0,subjective
"Deveríamos estar mais interessados ​​na qualidade da sociedade, inabitabilidade das cidades, ferrovias, etc...",0,subjetivo
"Infelizmente, o humor começou a desaparecer com o tempo e cada vez mais drama foi colocado em seu lugar, de modo que os personagens principais vivenciaram mais tragédias em poucos anos do que todas as outras pessoas em toda a vida.",0,subjetivo
"Sim, Marek Eben poderia moderar tudo e eu ficaria satisfeito...",0,subjetivo
"Não necessariamente melhor, mas se eu comparar com a Zona Verde, por exemplo, as ações militares se fundem em uma só.",0,subjetivo
"A conexão da Cinderela com o presente é mais ou menos bem sucedida, mas está tudo embrulhado em enfeites insanamente doces.",0,subjective
"Ambiente opressivo fantástico, inquietante e desconfortável construído por um roteiro sutilmente sugestivo, trabalho de câmera esforçado e ótima música/som.",0,subjective
Então, logo no início, a cena de um pica-pau empalhado bicando uma árvore na velocidade de uma máquina de costura deve te pegar.,0,subjetivo
"Que este livro ""alcançou"" tantos leitores é um acéfalo.",0,subjetivo
"Romance e emoção de verdade, não como os crepúsculos empoados e tão desagradáveis.",0,subjetivo
"o jovem John Leguizamo aqui confirma o quão espinhoso é o caminho para bons papéis em Hollywood.",0,subjetivo
Para um orçamento classificado como A, um filme B...,0,subjetivo
"Depois de uma hora e meia eu praticamente não me importava com o resultado e estava apenas esperando que acabasse.",0,subjective
“No entanto, tem um herói infantil, uma trama simples e envolvente, se passa em um ambiente familiar e escolar, a história, incluindo a conclusão, e a mensagem tem algo a trazer para o espectador infantil, então para você, Cadê casa do meu amigo?",0,subjetivo
"Mas poucos sabem que ele não teria existido se não fosse por um diretor fenomenal cuja arte original foi muito além das fronteiras de seu Japão natal.",0,subjective
"Música impecável que assusta mesmo quando nada está acontecendo.",0,subjective
"Este filme é um pouco exagerado, mas fiquei grato por algum entretenimento na viagem de ônibus do Reino Unido.",0,subjective
E assim We are Marshall se tornou um espetáculo chato e prolixo.,0,subjetivo
O filme apresenta uma combinação impressionante de trabalho de câmera estilizado e realismo filmado em interiores e exteriores geometricamente simples.,0,subjetivo
"As palavras há muito deixaram de se aplicar.") e da frase final com as palavras que "o poder é mais doce quando é completamente desproporcional, quando o tolo governa o sábio, o fraco o forte e o hediondo o belo", é bastante arrepiante.",0,subjetivo
"A música de fundo é bastante estéril, preparada de acordo com os rígidos padrões da União Européia.",0,subjetivo
Definitivamente melhor e menos caótico que a parte 1.,0,subjetivo
"Romance e um ótimo thriller que ainda é um prazer de assistir.",0,subjective
"Se ao menos houvesse indícios do Doutor tentando chegar a um acordo com sua morte em toda a sétima temporada, mas você não pode fazer isso em apenas um episódio!",0,subjetivo
"Ninguém esperaria um comportamento tão desumano do Ocidente 'civilizado'.",0,subjetivo
É o segundo filme na semana passada e é uma explosão novamente.,0,subjetivo
"E Sigourney Weaver é uma das melhores mães de filmes que eu já vi.",0,subjective
"Na verdade, eu estava constantemente rindo, rindo e assim por diante :)",0,subjetivo
"O começo é o melhor, onde a vida de Carl se resume.",0,subjetivo
"Pyro é apenas uma porcaria e carece completamente de qualquer justificativa ou ambiguidade, o que foi excelentemente feito na segunda parte.",0,subjective
"Quando eu avalio o filme separado do componente musical, é um belo trabalho em madeira que mais parece um ato amador de um punhado de entusiastas do que um filme comum.",0,subjective
É uma homenagem ao próprio filme.,0,subjetivo
// PS O herói principal é na verdade um bastardo sem coração.,0,subjetivo
"Bem, assim, o começo - chato, o meio do filme - um balde de tédio, o fim - mais do que chato.",0,subjetivo
"Eu não posso descrevê-lo exatamente... mas há uma certa harmonia, uma liberdade de espírito, uma vila japonesa vivendo em harmonia com a natureza, costumes samurais e modo de vida - um filme fascinante que definitivamente vai conquistá-lo.", 0, subjetivo
"Bem, eu estava esperando algo mais cheio de ação, mas não se pode negar que Antal conseguiu criar uma atmosfera emocionante mesmo no menor espaço, então eu gostei bastante.",0,subjective
"Bem, vamos ver, o filme definitivamente vale a pena ver, vou assisti-lo novamente em breve.",0,subjective
O diretor tinha essa história rolando nas mãos e o roteirista estava pensando em férias na minha opinião.,0,subjetivo
"Mas deixando essas imperfeições de lado, este é um filme interessante que deve ser visto por qualquer fã do gênero.",0,subjetivo
Fui ao cinema por compulsão.,0,subjetivo
"O elenco é muito bom, todos os personagens principais são simpáticos e o vilão também é bem escolhido, mesmo que tenha apenas 5 minutos de espaço.",0,subjective
"a garotinha também morre e acontece que todo o mundo de fantasia estava apenas na cabeça dela END SPOILER Já chega.",0,subjective
A tentativa de Woody no momento de maior convergência de sua obra.,0,subjetiva
Infelizmente, esse tipo de filme é mais um castigo para o meu pequeno.,0,subjetivo
"Um pouco de fantasia....não faço ideia de como era o livro, acredito que poderia ter sido mágico e poético, mas o filme era quase chato e nada de novo.",0,subjective
Talvez um talk show VK seria melhor em vez de TGM...,0,subjetivo
O elenco dos 3 principais papéis é excelente e fiel ao título do filme.,0,subjetivo
"Mas então temos um deslize desagradável que nem mesmo o cone da lanterna ajuda.",0,subjective
"Eu não sei exatamente como esse pássaro me conquistou, mas há uma atração entre ela e eu que é inexplicável.",0,subjective
"Não há jogo patético sobre emoções excessivas aqui, apenas um exemplo claramente demonstrado de um grupo de soldados fazendo o seu melhor em uma situação muito incomum.",0,subjetivo
"No entanto, ele se parece muito com Tom Cruise (tanto na aparência quanto na atuação), o que pessoalmente me agrada, mas provavelmente transformará alguém ao contrário.",0,subjetivo
"Executivos bem, embora Jake esteja vacilando um pouco aqui.",0,subjetivo
"SS, prisioneiros judeus e soldados russos com sotaque americano perturbam muito o ambiente.",0,subjetivo
As imagens do canal parecem horror.,0,subjetivo
"Truques perfeitos como máscaras faciais, uma bomba de chiclete ou a cena de truque mais famosa - invadindo a CIA.",0,subjetivo
"Não é exatamente um filme ruim, mas não gostei muito por causa da comédia estilo Jackie Chan.",0,subjective
"Você pode encontrar um momento melhor aqui, mas das três partes, esta é claramente a pior.",0,subjective
"Muito sangue, sem sustos, basicamente nojento.",0,subjetivo
Mas, felizmente, com algumas exceções, Snowdrops conseguiu fazer absolutamente tudo, e Matthew Vaughn ganhou meus elogios por isso.,0,subjetivo
"O elemento musical em todo o filme parecia bastante inorgânico, em alguns lugares bastante perturbador (embora as músicas individuais não fossem ruins).",0,subjective
"Bom cara de ação, eu gosto disso, embora Wick seja um profissional, ele não perde a claudicação, como todos os heróis de ação, e ele realmente aguenta bastante.",0,subjective
"Eu não esperava milagres, mas devo dizer que consegui me manter fiel ao livro.",0,subjective
"Top Gun não me decepcionou nem me surpreendeu.",0,subjetivo
Eu me superei e liguei.,0,subjetivo
"Tenho um fraco por predadores, mas aqui me ofendi principalmente pelo desvio do conceito de jogo e filme do "universo Predatro", que pena.",0,subjetivo
"Recomendo-o vivamente a todos os que não são indiferentes aos polacos e que com eles tenham uma relação próxima.",0,subjective
"Que pena, Woody pode fazer melhor.",0,subjetivo
"Muitas vezes pensei que não aguentaria mais e ele tendia a não procurar mais; infelizmente eu aguentei até o fim.",0,subjective
Eu seriamente não entendo a comparação de pseudo-críticos aqui desta série com Most.,0,subjetivo
"Não é divertido (exceto por alguns momentos), e as histórias não se conectam muito, mas eu não estava entediado com isso, o que é positivo.",0,subjective
"Eu realmente não achei que você pudesse tirar tanto proveito de um set de filmagem em uma sala.",0,subjective
"Simpatizante de Sinise e da performance de uma vida de John Malkovich, recomendo assistir ...",0,subjetivo
"O que, na minha opinião, sofre muito com o fato de que de alguma forma, mesmo que tácito, ainda arrasta o adjetivo após o evento real.",0,subjetivo
Mas em segundo lugar, minha boa impressão foi estragada pela reconstituição do tribunal cheia de pathos e o esforço excessivo para promover o feminismo.,0,subjetivo
"Para hoje, provavelmente seria apenas uma média, na melhor das hipóteses uma comédia um pouco acima da média, mas quem sabe.",0,subjetivo
"Eu poderia cortar as duas cenas de encontrar garotas, elas eram um pouco longas.",0,subjective
Com base no elenco, esperava mais dele.,0,subjetivo
"A Pixar estava constantemente à frente de seu tempo com a qualidade da animação, em 1987 ela ainda se atreveu a ir em uma rua noturna sombria na chuva nesta animação.",0,subjective
Além disso, Natalie Portman destaca tudo com sua performance de tirar o fôlego.,0,subjetivo
The Shawshank Redemption é um filme verdadeiramente maravilhoso dirigido por Frank Darabont.,0,subjetivo
"Enquanto assistia a esse "horror" minha esposa gritou comigo várias vezes: ""Não ronque!"",0,subjetivo
"Então é ação, mas graças ao fato de ser bastante trágico em termos de truques, a ação não funciona muito bem.",0,subjective
"Os melhores aspectos do filme foram as batalhas espaciais soberbamente executadas, que foram absolutamente deliciosas aos meus olhos.",0,subjective
"Afinal, apenas em termos de enredo, o filme é realmente fraco e sem originalidade, e admirar a natureza ao redor é bom, mas não deve ser a maior parte do filme.",0,subjetivo
"A conexão com a demência senil, que coloca obstáculos para o personagem principal, é uma ideia bastante interessante.",0,subjective
Ambas as metades são muito interessantes e eu gostei delas.,0,subjetivo
"E depois de uma hora e meia, meu humor de repente virou cento e oitenta graus porque é engraçado, é britânico, é legal, e não é uma comédia romântica brega e açucarada que faz você querer vomitar, pelo contrário.",0 ,subjetivo
Uma iguaria não só para os conhecedores da primeira parte...,0,subjetivo
"Um ótimo filme que certamente não aborrece nem decepciona.",0,subjetivo
"O que não muda o fato de que Broca fez um filme meio brega que falta muito, e se você tentasse descobrir o que era, provavelmente não teria descoberto.",0,subjective
"Eu nunca teria dito ao Sr. Budar que ele interpretaria um cara tão durão.",0,subjective
"Aposto que ele vai ser político!",0,subjetivo
Essa garotinha e seu irmãozinho merecem seu próprio filme,0,subjetivo
"Mas eu ainda gostaria de relembrar um momento que me fez rir.",0,subjective
"No entanto, o documentário definitivamente vale a pena assistir porque há muitas informações interessantes nele.",0,subjective
Yooin nós! ;-) Mas não espere Necronomicon aqui ainda.,0,subjetivo
"Hummus do oceano extremamente brega, sem um pingo de invenção ou diversão.",0,subjective
"Esse filme foi como uma gangorra, em um momento você acha que sabe o que vem a seguir, no outro não.",0,subjective
"O paradoxo é que a passagem medieval, sem a qual o filme teria sido varrido pelas águas da mediocridade, é na verdade apenas um flashback muito longo e a narrativa deveria ser baseada em cenas do presente.",0,subjective
"A história é geralmente mais fraca, gostaria de colocá-la no caminho certo.",0,subjetivo
A química dos personagens principais funcionou perfeitamente e minhas expectativas foram atendidas sem falhas.,0,subjetivo
"Neo-noir excelentemente filmado, que por um lado se baseia em estereótipos de gênero e por outro os rompe, para finalmente criar um todo perfeitamente equilibrado.",0,subjetivo
"A música é desinteressante, Cage estava fazendo seus algozes novamente e no geral está vazio.",0,subjective
Horror pós-apocalíptico incomum com excelente atuação.,0,subjetivo
"O Justiceiro é ótimo, mas algumas de suas conversas com o Demolidor sobre moral etc. já eram um pouco irritantes.",0,subjective
"Resumindo: 1 temporada: 90%, 2 temporada: 85%, 3 temporada: 90%, 4 temporada: 95%, 5 temporada: 100%, 6 temporada: 80%, oscilações terríveis, roteiro previsível e ""torções" " ", apesar de tudo muito divertido, 7 temporada: eu mudo 75% de cinco para quatro estrelas, a série continua nos meus favoritos.",0,subjective
"Talvez por causa do medo de uma possível decepção, que eu não tenho muitas vezes experimentado com os filmes da Pixar (mas ainda assim).",0,subjective
Felizmente, não foram anos ruins, então mesmo essa média pode conter uma quantia decente de dinheiro depois de anos.,0,subjetivo
"Eu pude ver a vida do ""pior diretor"" como dizem.",0,subjetivo
"No entanto, se o Guest quiser, ele pode evocar simpatia no espectador.",0,subjetivo
As músicas são ótimas e absolutamente ótimas músicas de sintetizador.,0,subjetivo
"A história é bem interessante, mas é muito comum e realista ao ponto de se tornar uma média assistível.",0,subjective
"não importa que a coreografia seja civilizada e seja mais sobre cotovelos e palmas das mãos, mas a câmera é absolutamente horrível, ela treme e filma muito perto do corpo.",0,subjective
“Eu já gostei tanto do personagem Wolverine quanto, claro, de seu ator icônico, e estou muito curioso sobre todas as sequências, ou seja, exceto Futuro Passado, que comecei e agora estou finalmente conseguindo conexões até então desconhecidas.” ,0,subjetivo
"Então tem um certo charme, mas não é nada a mais 50%",0,subjetivo
"Grandes tomadas, um herói adequado, um vilão muito viscoso (o grande John Lithgow) e um mar de ação.",0,subjective
"A história de Stuart não parece particularmente ""absolutamente incrível"" para mim, é mais ou menos semelhante a milhares de histórias semelhantes, mas isso não diminui a qualidade do filme.",0,subjetivo
E ainda gostei disso aqui também.,0,subjetivo
A substituição da atriz no papel de protagonista é provavelmente a maior aposta no coração do filme.,0,subjetivo
"Isso excepcionalmente cancela os clichês dos contos de fadas, embora não falte ""Eles viveram felizes para sempre"" e o mal no conforto de Hans não é punido drasticamente.",0,subjetivo
"A trama é simples, mas tudo flui bem e, embora a conclusão seja previsível, o filme ainda faz muito sucesso.",0,subjetivo
"Pianista cantor, extremamente talentoso, músico carismático de pequena estatura, mas com uma tremenda energia interior.",0,subjetivo
Ainda assim, eu gosto mais de Câncer do que dos outros há muito tempo.,0,subjetivo
"Esta estrela fanfarrão e controversa que mais tarde se transformou em um segundo Bruce Lee não vai salvar esse velho negócio chato (tão embaraçoso!! ...).",0,subjective
Comparado com Descendants ou Spring, é divertido até duas vezes seguidas.,0,subjetivo
"O filme não empurra a cena de terror com muita frequência, mas quando isso acontece, corta bem fundo.",0,subjective
"Insanamente mal filmado, enredo sem graça e diálogos ainda mais sem graça.",0,subjetivo
"Não que eu estivesse com medo, mas me deu vontade de vomitar.",0,subjetivo
"Nem me importo com a apresentação musical, pelo contrário - o mundanismo da vila e dos fazendeiros é incrível.",0,subjective
